,name,symbol,has_intraday,has_eod,country,acronym,country_code,city
1901,FAST FOOD INDONESIA TBK.,FAST.XIDX,False,True,Indonesia,IDX,ID,Jakarta
1902,TEVA,TEVA.XTAE,False,True,Israel,TASE,IL,Tel Aviv
1903,IFF,IFF.XTAE,False,True,Israel,TASE,IL,Tel Aviv
1904,POALIM,POLI.XTAE,False,True,Israel,TASE,IL,Tel Aviv
1905,NICE,NICE.XTAE,False,True,Israel,TASE,IL,Tel Aviv
1906,LEUMI,LUMI.XTAE,False,True,Israel,TASE,IL,Tel Aviv
1907,AZRIELI GROUP,AZRG.XTAE,False,True,Israel,TASE,IL,Tel Aviv
1908,PERRIGO,PRGO.XTAE,False,True,Israel,TASE,IL,Tel Aviv
1909,ELBIT SYSTEMS,ESLT.XTAE,False,True,Israel,TASE,IL,Tel Aviv
1910,MIZRAHI TEFAHOT,MZTF.XTAE,False,True,Israel,TASE,IL,Tel Aviv
1911,DISCOUNT,DSCT.XTAE,False,True,Israel,TASE,IL,Tel Aviv
1912,ICL,ICL.XTAE,False,True,Israel,TASE,IL,Tel Aviv
1913,ORMAT TECHNO,ORA.XTAE,False,True,Israel,TASE,IL,Tel Aviv
1914,STRAUSS GROUP,STRS.XTAE,False,True,Israel,TASE,IL,Tel Aviv
1915,MELISRON,MLSR.XTAE,False,True,Israel,TASE,IL,Tel Aviv
1916,AMOT,AMOT.XTAE,False,True,Israel,TASE,IL,Tel Aviv
1917,ALONY HETZ,ALHE.XTAE,False,True,Israel,TASE,IL,Tel Aviv
1918,FIBI BANK,FIBI.XTAE,False,True,Israel,TASE,IL,Tel Aviv
1919,AIRPORT CITY,ARPT.XTAE,False,True,Israel,TASE,IL,Tel Aviv
1920,SHAPIR ENG,SPEN.XTAE,False,True,Israel,TASE,IL,Tel Aviv
1921,SHIKUN & BINUI,SKBN.XTAE,False,True,Israel,TASE,IL,Tel Aviv
1922,GAZIT GLOBE,GZT.XTAE,False,True,Israel,TASE,IL,Tel Aviv
1923,INDUS BUILDING,IBLD.XTAE,False,True,Israel,TASE,IL,Tel Aviv
1924,TOWER,TSEM.XTAE,False,True,Israel,TASE,IL,Tel Aviv
1925,BEZEQ,BEZQ.XTAE,False,True,Israel,TASE,IL,Tel Aviv
1927,ELECTRA,ELTR.XTAE,False,True,Israel,TASE,IL,Tel Aviv
1928,LIVEPERSON,LPSN.XTAE,False,True,Israel,TASE,IL,Tel Aviv
1929,BAYSIDE LAND,BYSD.XTAE,False,True,Israel,TASE,IL,Tel Aviv
1930,FATTAL,FTAL.XTAE,False,True,Israel,TASE,IL,Tel Aviv
1931,BIG,BIG.XTAE,False,True,Israel,TASE,IL,Tel Aviv
1932,ENERGIX,ENRG.XTAE,False,True,Israel,TASE,IL,Tel Aviv
1933,SHUFERSAL,SAE.XTAE,False,True,Israel,TASE,IL,Tel Aviv
1934,ENERGEAN,ENOG.XTAE,False,True,Israel,TASE,IL,Tel Aviv
1935,AFI PROPERTIES,AFPR.XTAE,False,True,Israel,TASE,IL,Tel Aviv
1936,PHOENIX,PHOE.XTAE,False,True,Israel,TASE,IL,Tel Aviv
1937,HAREL,HARL.XTAE,False,True,Israel,TASE,IL,Tel Aviv
1938,ISRAS,ISRS.XTAE,False,True,Israel,TASE,IL,Tel Aviv
1939,ASHTROM GROUP,ASHG.XTAE,False,True,Israel,TASE,IL,Tel Aviv
1940,SAPIENS,SPNS.XTAE,False,True,Israel,TASE,IL,Tel Aviv
1941,MATRIX,MTRX.XTAE,False,True,Israel,TASE,IL,Tel Aviv
1942,DELEK GROUP,DLEKG.XTAE,False,True,Israel,TASE,IL,Tel Aviv
1943,PAZ OIL,PZOL.XTAE,False,True,Israel,TASE,IL,Tel Aviv
1944,BAZAN,ORL.XTAE,False,True,Israel,TASE,IL,Tel Aviv
1945,FIBI HOLDINGS,FIBIH.XTAE,False,True,Israel,TASE,IL,Tel Aviv
1946,REIT 1,RIT1.XTAE,False,True,Israel,TASE,IL,Tel Aviv
1947,ISRAEL CORP,ILCO.XTAE,False,True,Israel,TASE,IL,Tel Aviv
1948,ENLIGHT ENERGY,ENLT.XTAE,False,True,Israel,TASE,IL,Tel Aviv
1949,ELCO,ELCO.XTAE,False,True,Israel,TASE,IL,Tel Aviv
1950,SUMMIT,SMT.XTAE,False,True,Israel,TASE,IL,Tel Aviv
1951,MEGA OR,MGOR.XTAE,False,True,Israel,TASE,IL,Tel Aviv
1952,FORMULA,FORTY.XTAE,False,True,Israel,TASE,IL,Tel Aviv
1953,OPC ENERGY,OPCE.XTAE,False,True,Israel,TASE,IL,Tel Aviv
1954,ALROV PROPERT,ALRPR.XTAE,False,True,Israel,TASE,IL,Tel Aviv
1955,NOVA,NVMI.XTAE,False,True,Israel,TASE,IL,Tel Aviv
1956,KENON,KEN.XTAE,False,True,Israel,TASE,IL,Tel Aviv
1957,OPKO HEALTH,OPK.XTAE,False,True,Israel,TASE,IL,Tel Aviv
1958,PARTNER,PTNR.XTAE,False,True,Israel,TASE,IL,Tel Aviv
1959,MAYTRONICS,MTRN.XTAE,False,True,Israel,TASE,IL,Tel Aviv
1960,HILAN,HLAN.XTAE,False,True,Israel,TASE,IL,Tel Aviv
1961,DAN HOTELS,DANH.XTAE,False,True,Israel,TASE,IL,Tel Aviv
1962,BLUE SQ REAL ES,BLSR.XTAE,False,True,Israel,TASE,IL,Tel Aviv
1963,ISROTEL,ISRO.XTAE,False,True,Israel,TASE,IL,Tel Aviv
1964,RAMI LEVI,RMLI.XTAE,False,True,Israel,TASE,IL,Tel Aviv
1965,MIGDAL INSUR.,MGDL.XTAE,False,True,Israel,TASE,IL,Tel Aviv
1966,BRACK CAPIT N V,BCNV.XTAE,False,True,Israel,TASE,IL,Tel Aviv
1967,MENORA MIV HLD,MMHD.XTAE,False,True,Israel,TASE,IL,Tel Aviv
1968,ARAD INVESTMENT,ARAD.XTAE,False,True,Israel,TASE,IL,Tel Aviv
1969,EQUITAL,EQTL.XTAE,False,True,Israel,TASE,IL,Tel Aviv
1970,KARDEN ISRAEL,KRDI.XTAE,False,True,Israel,TASE,IL,Tel Aviv
1971,CLAL INSURANCE,CLIS.XTAE,False,True,Israel,TASE,IL,Tel Aviv
1972,AUDIOCODES,AUDC.XTAE,False,True,Israel,TASE,IL,Tel Aviv
1973,VILLAR,VILR.XTAE,False,True,Israel,TASE,IL,Tel Aviv
1974,SANO,SANO1.XTAE,False,True,Israel,TASE,IL,Tel Aviv
1975,PROPERT & BUIL,PTBL.XTAE,False,True,Israel,TASE,IL,Tel Aviv
1976,DIMRI,DIMRI.XTAE,False,True,Israel,TASE,IL,Tel Aviv
1977,ISRAMCO L,ISRA.L.XTAE,False,True,Israel,TASE,IL,Tel Aviv
1978,COMPUGEN,CGEN.XTAE,False,True,Israel,TASE,IL,Tel Aviv
1979,SELLA REAL EST,SLARL.XTAE,False,True,Israel,TASE,IL,Tel Aviv
1980,NORSTAR,NSTR.XTAE,False,True,Israel,TASE,IL,Tel Aviv
1981,FOX,FOX.XTAE,False,True,Israel,TASE,IL,Tel Aviv
1982,RATIO L,RATI.L.XTAE,False,True,Israel,TASE,IL,Tel Aviv
1983,CELLCOM,CEL.XTAE,False,True,Israel,TASE,IL,Tel Aviv
1984,ASHTROM PROP,ASPR.XTAE,False,True,Israel,TASE,IL,Tel Aviv
1985,ISRAEL CANADA,ISCN.XTAE,False,True,Israel,TASE,IL,Tel Aviv
1986,YOCHANANOF,YHNF.XTAE,False,True,Israel,TASE,IL,Tel Aviv
1987,GILAT,GILT.XTAE,False,True,Israel,TASE,IL,Tel Aviv
1988,AZORIM,AZRM.XTAE,False,True,Israel,TASE,IL,Tel Aviv
1989,DELEK AUTOMOTIV,DLEA.XTAE,False,True,Israel,TASE,IL,Tel Aviv
1990,LAND DEV,ILDC.XTAE,False,True,Israel,TASE,IL,Tel Aviv
1991,DELTA,DELT.XTAE,False,True,Israel,TASE,IL,Tel Aviv
1992,MAGIC,MGIC.XTAE,False,True,Israel,TASE,IL,Tel Aviv
1993,DANEL,DANE.XTAE,False,True,Israel,TASE,IL,Tel Aviv
1994,INROM CONST,INRM.XTAE,False,True,Israel,TASE,IL,Tel Aviv
1995,ONE TECHNOLOGI,ONE.XTAE,False,True,Israel,TASE,IL,Tel Aviv
1996,PENNANTPARK $,PFLT.XTAE,False,True,Israel,TASE,IL,Tel Aviv
1997,MEDITR TOWER,MDTR.XTAE,False,True,Israel,TASE,IL,Tel Aviv
1998,AFRICA RESIDENC,AFRE.XTAE,False,True,Israel,TASE,IL,Tel Aviv
1999,MALAM TEAM,MLTM.XTAE,False,True,Israel,TASE,IL,Tel Aviv
2000,IDI INSUR,IDIN.XTAE,False,True,Israel,TASE,IL,Tel Aviv
2001,PLASSON INDUS,PLSN.XTAE,False,True,Israel,TASE,IL,Tel Aviv
2002,ELECTRA CO PR,ECP.XTAE,False,True,Israel,TASE,IL,Tel Aviv
2003,NAPHTHA,NFTA.XTAE,False,True,Israel,TASE,IL,Tel Aviv
2004,CAMTEK,CAMT.XTAE,False,True,Israel,TASE,IL,Tel Aviv
2005,UNION,UNON.XTAE,False,True,Israel,TASE,IL,Tel Aviv
2006,ARAD,ARD.XTAE,False,True,Israel,TASE,IL,Tel Aviv
2007,PRASHKOVSKY,PRSK.XTAE,False,True,Israel,TASE,IL,Tel Aviv
2008,LEVINSTEIN PROP,LVPR.XTAE,False,True,Israel,TASE,IL,Tel Aviv
2009,ALLOT,ALLT.XTAE,False,True,Israel,TASE,IL,Tel Aviv
2010,TASE,TASE.XTAE,False,True,Israel,TASE,IL,Tel Aviv
2011,ELECTRA REAL E.,ELCRE.XTAE,False,True,Israel,TASE,IL,Tel Aviv
2012,DOR ALON,DRAL.XTAE,False,True,Israel,TASE,IL,Tel Aviv
2013,TADIRAN HOLDING,TDRN.XTAE,False,True,Israel,TASE,IL,Tel Aviv
2014,ADGAR INV.,ADGR.XTAE,False,True,Israel,TASE,IL,Tel Aviv
2015,VITANIA,VTNA.XTAE,False,True,Israel,TASE,IL,Tel Aviv
2016,CARASSO,CRSO.XTAE,False,True,Israel,TASE,IL,Tel Aviv
2017,KERUR,KRUR.XTAE,False,True,Israel,TASE,IL,Tel Aviv
2018,MENIVIM REIT,MNRT.XTAE,False,True,Israel,TASE,IL,Tel Aviv
2019,LAPIDOTH CAP.,LAPD.XTAE,False,True,Israel,TASE,IL,Tel Aviv
2020,ELECTREON,ELWS.XTAE,False,True,Israel,TASE,IL,Tel Aviv
2021,FMS,FBRT.XTAE,False,True,Israel,TASE,IL,Tel Aviv
2022,NETO MALINDA,NTML.XTAE,False,True,Israel,TASE,IL,Tel Aviv
2023,DISCOUNT INV,DISI.XTAE,False,True,Israel,TASE,IL,Tel Aviv
2024,IES,IES.XTAE,False,True,Israel,TASE,IL,Tel Aviv
2025,BET SHEMESH,BSEN.XTAE,False,True,Israel,TASE,IL,Tel Aviv
2026,NOVOLOG,NVLG.XTAE,False,True,Israel,TASE,IL,Tel Aviv
2027,ATREYU CAP,ATRY.XTAE,False,True,Israel,TASE,IL,Tel Aviv
2028,BATM,BVC.XTAE,False,True,Israel,TASE,IL,Tel Aviv
2029,ARKO HOLDINGS,ARKO.XTAE,False,True,Israel,TASE,IL,Tel Aviv
2030,HIRON,HRON.XTAE,False,True,Israel,TASE,IL,Tel Aviv
2031,S.R ACCORD,SRAC.XTAE,False,True,Israel,TASE,IL,Tel Aviv
2032,ZUR,ZUR.XTAE,False,True,Israel,TASE,IL,Tel Aviv
2033,HAMLET,HAML.XTAE,False,True,Israel,TASE,IL,Tel Aviv
2034,KAMADA,KMDA.XTAE,False,True,Israel,TASE,IL,Tel Aviv
2035,SCOPE,SCOP.XTAE,False,True,Israel,TASE,IL,Tel Aviv
2036,ISSTA,ISTA.XTAE,False,True,Israel,TASE,IL,Tel Aviv
2037,ILEX MEDICAL,ILX.XTAE,False,True,Israel,TASE,IL,Tel Aviv
2038,MEITAV DS,MTDS.XTAE,False,True,Israel,TASE,IL,Tel Aviv
2039,NAWI,NAWI.XTAE,False,True,Israel,TASE,IL,Tel Aviv
2040,VICTORY,VCTR.XTAE,False,True,Israel,TASE,IL,Tel Aviv
2041,LEVINSTEIN ENG,LEVI.XTAE,False,True,Israel,TASE,IL,Tel Aviv
2042,AFCON HOLD,AFHL.XTAE,False,True,Israel,TASE,IL,Tel Aviv
2043,ITAMAR,ITMR.XTAE,False,True,Israel,TASE,IL,Tel Aviv
2044,RAVAL,RVL.XTAE,False,True,Israel,TASE,IL,Tel Aviv
2045,PENINSULA GROUP,PEN.XTAE,False,True,Israel,TASE,IL,Tel Aviv
2046,MIVTACH SHAMIR,MISH.XTAE,False,True,Israel,TASE,IL,Tel Aviv
2047,HADERA PAPER,HAP.XTAE,False,True,Israel,TASE,IL,Tel Aviv
2048,MGURIT,MGRT.XTAE,False,True,Israel,TASE,IL,Tel Aviv
2049,NETO,NTO.XTAE,False,True,Israel,TASE,IL,Tel Aviv
2050,PERION NETWORK,PERI.XTAE,False,True,Israel,TASE,IL,Tel Aviv
2051,AVGOL,AVGL.XTAE,False,True,Israel,TASE,IL,Tel Aviv
2052,MICROSOFT CORP,MSFT.XMIL,False,True,Italy,MIL,IT,Milano
2053,APPLE,AAPL.XMIL,False,True,Italy,MIL,IT,Milano
2054,AMAZON,AMZN.XMIL,False,True,Italy,MIL,IT,Milano
2055,ALPHABET CLASSE C,GOOG.XMIL,False,True,Italy,MIL,IT,Milano
2056,ALPHABET CLASSE A,GOOGL.XMIL,False,True,Italy,MIL,IT,Milano
2058,INTEL,INTC.XMIL,False,True,Italy,MIL,IT,Milano
2059,LVMH,LVMH.XMIL,False,True,Italy,MIL,IT,Milano
2060,NVIDIA CORP,NVDA.XMIL,False,True,Italy,MIL,IT,Milano
2061,NETFLIX,NFLX.XMIL,False,True,Italy,MIL,IT,Milano
2062,L'OREAL,OR.XMIL,False,True,Italy,MIL,IT,Milano
2063,SAP,SAP.XMIL,False,True,Italy,MIL,IT,Milano
2064,TESLA,TSLA.XMIL,False,True,Italy,MIL,IT,Milano
2065,UNILEVER,UNA.XMIL,False,True,Italy,MIL,IT,Milano
2067,SANOFI,SANF.XMIL,False,True,Italy,MIL,IT,Milano
2068,ASML,ASML.XMIL,False,True,Italy,MIL,IT,Milano
2069,ANHEUSER-BUSCH,ABI.XMIL,False,True,Italy,MIL,IT,Milano
2070,TOTAL,TOT.XMIL,False,True,Italy,MIL,IT,Milano
2071,INDITEX,ITX.XMIL,False,True,Italy,MIL,IT,Milano
2073,GILEAD SCIENCES,GILD.XMIL,False,True,Italy,MIL,IT,Milano
2074,AIRBUS,AIR.XMIL,False,True,Italy,MIL,IT,Milano
2075,ALLIANZ,ALV.XMIL,False,True,Italy,MIL,IT,Milano
2076,ENEL,ENEL.XMIL,False,True,Italy,MIL,IT,Milano
2077,SIEMENS,SIE.XMIL,False,True,Italy,MIL,IT,Milano
2078,DEUTSCHE TELEKOM,DTE.XMIL,False,True,Italy,MIL,IT,Milano
2080,BAYER,BAY.XMIL,False,True,Italy,MIL,IT,Milano
2081,KERING,KER.XMIL,False,True,Italy,MIL,IT,Milano
2082,AIR LIQUIDE,AI.XMIL,False,True,Italy,MIL,IT,Milano
2083,MICRON TECHNOLOGY,MU.XMIL,False,True,Italy,MIL,IT,Milano
2084,BNP PARIBAS,BNP.XMIL,False,True,Italy,MIL,IT,Milano
2085,BANCO SANTANDER,SANT.XMIL,False,True,Italy,MIL,IT,Milano
2086,ESSILORLUXOTTICA,EL.XMIL,False,True,Italy,MIL,IT,Milano
2087,SCHNEIDER ELECTRIC,SU.XMIL,False,True,Italy,MIL,IT,Milano
2088,VINCI,DG.XMIL,False,True,Italy,MIL,IT,Milano
2089,ADVANCED MICRO DEVICES,AMD.XMIL,False,True,Italy,MIL,IT,Milano
2090,AXA,AXA.XMIL,False,True,Italy,MIL,IT,Milano
2091,SAFRAN,SAF.XMIL,False,True,Italy,MIL,IT,Milano
2092,ADIDAS,ADS.XMIL,False,True,Italy,MIL,IT,Milano
2093,BASF,BASF.XMIL,False,True,Italy,MIL,IT,Milano
2094,MERCK,MRK.XMIL,False,True,Italy,MIL,IT,Milano
2095,SAIPEM RISP CV,SPMR.XMIL,False,True,Italy,MIL,IT,Milano
2096,DANONE,DNN.XMIL,False,True,Italy,MIL,IT,Milano
2097,ENI,ENI.XMIL,False,True,Italy,MIL,IT,Milano
2098,DAIMLER,DAI.XMIL,False,True,Italy,MIL,IT,Milano
2099,BMW,BMW.XMIL,False,True,Italy,MIL,IT,Milano
2100,INTESA SANPAOLO,ISP.XMIL,False,True,Italy,MIL,IT,Milano
2101,ENGIE,ENGI.XMIL,False,True,Italy,MIL,IT,Milano
2102,PHILIPS,PHIA.XMIL,False,True,Italy,MIL,IT,Milano
2103,MUNICH RE,MUV2.XMIL,False,True,Italy,MIL,IT,Milano
2104,DEUTSCHE POST,DPW.XMIL,False,True,Italy,MIL,IT,Milano
2105,ING GROEP,INGA.XMIL,False,True,Italy,MIL,IT,Milano
2106,ORANGE,ORA.XMIL,False,True,Italy,MIL,IT,Milano
2107,CREDIT AGRICOLE,ACA.XMIL,False,True,Italy,MIL,IT,Milano
2108,BBVA,BBVA.XMIL,False,True,Italy,MIL,IT,Milano
2109,E.ON,EOAN.XMIL,False,True,Italy,MIL,IT,Milano
2110,VIVENDI,VIV.XMIL,False,True,Italy,MIL,IT,Milano
2111,TELEFONICA,TEF.XMIL,False,True,Italy,MIL,IT,Milano
2112,VONOVIA,VNA.XMIL,False,True,Italy,MIL,IT,Milano
2113,DEUTSCHE BOERSE,DB1.XMIL,False,True,Italy,MIL,IT,Milano
2114,GENERALI ASS,G.XMIL,False,True,Italy,MIL,IT,Milano
2115,FERRARI,RACE.XMIL,False,True,Italy,MIL,IT,Milano
2116,UNICREDIT,UCG.XMIL,False,True,Italy,MIL,IT,Milano
2117,AHOLD DEL,AD.XMIL,False,True,Italy,MIL,IT,Milano
2118,FRESENIUS,FRE.XMIL,False,True,Italy,MIL,IT,Milano
2119,INFINEON TECHNOLOGIES,IFX.XMIL,False,True,Italy,MIL,IT,Milano
2120,BEIERSDORF,BEI.XMIL,False,True,Italy,MIL,IT,Milano
2121,STMICROELECTRONICS,STM.XMIL,False,True,Italy,MIL,IT,Milano
2122,FRESENIUS MEDICAL CARE,FME.XMIL,False,True,Italy,MIL,IT,Milano
2123,RWE,RWE.XMIL,False,True,Italy,MIL,IT,Milano
2124,SOCIETE GENERALE,GLE.XMIL,False,True,Italy,MIL,IT,Milano
2125,NOKIA CORPORATION,NOKIA.XMIL,False,True,Italy,MIL,IT,Milano
2126,CONTINENTAL,CON.XMIL,False,True,Italy,MIL,IT,Milano
2127,COMPAGNIE DE SAINT-GOBAIN,SGO.XMIL,False,True,Italy,MIL,IT,Milano
2128,FIAT CHRYSLER AUTOMOBILES,FCA.XMIL,False,True,Italy,MIL,IT,Milano
2129,DEUTSCHE BANK,DBK.XMIL,False,True,Italy,MIL,IT,Milano
2130,ATLANTIA,ATL.XMIL,False,True,Italy,MIL,IT,Milano
2133,SNAM,SRG.XMIL,False,True,Italy,MIL,IT,Milano
2134,WFD UNIBAIL-RODAMCO,URW.XMIL,False,True,Italy,MIL,IT,Milano
2135,EXOR,EXO.XMIL,False,True,Italy,MIL,IT,Milano
2136,CARREFOUR,CRR.XMIL,False,True,Italy,MIL,IT,Milano
2137,TERNA,TRN.XMIL,False,True,Italy,MIL,IT,Milano
2138,POSTE ITALIANE,PST.XMIL,False,True,Italy,MIL,IT,Milano
2139,CNH INDUSTRIAL,CNHI.XMIL,False,True,Italy,MIL,IT,Milano
2140,HEIDELBERG CEMENT,HEI.XMIL,False,True,Italy,MIL,IT,Milano
2141,EVONIK INDUSTRIES,EVK.XMIL,False,True,Italy,MIL,IT,Milano
2142,TELECOM ITALIA R,TITR.XMIL,False,True,Italy,MIL,IT,Milano
2143,TELECOM ITALIA,TIT.XMIL,False,True,Italy,MIL,IT,Milano
2145,TENARIS,TEN.XMIL,False,True,Italy,MIL,IT,Milano
2146,NEXI,NEXI.XMIL,False,True,Italy,MIL,IT,Milano
2147,MONCLER,MONC.XMIL,False,True,Italy,MIL,IT,Milano
2148,CAMPARI,CPR.XMIL,False,True,Italy,MIL,IT,Milano
2149,COVIVIO,CVO.XMIL,False,True,Italy,MIL,IT,Milano
2150,AGEAS,AGS.XMIL,False,True,Italy,MIL,IT,Milano
2151,RECORDATI ORD,REC.XMIL,False,True,Italy,MIL,IT,Milano
2152,RENAULT,RNO.XMIL,False,True,Italy,MIL,IT,Milano
2153,MEDIOBANCA,MB.XMIL,False,True,Italy,MIL,IT,Milano
2154,COMMERZBANK,CBK.XMIL,False,True,Italy,MIL,IT,Milano
2155,AEGON,AGN.XMIL,False,True,Italy,MIL,IT,Milano
2156,UNIPOLSAI,US.XMIL,False,True,Italy,MIL,IT,Milano
2157,HERA,HER.XMIL,False,True,Italy,MIL,IT,Milano
2158,DIASORIN,DIA.XMIL,False,True,Italy,MIL,IT,Milano
2159,INWIT,INW.XMIL,False,True,Italy,MIL,IT,Milano
2160,FINECOBANK,FBK.XMIL,False,True,Italy,MIL,IT,Milano
2161,AMPLIFON,AMP.XMIL,False,True,Italy,MIL,IT,Milano
2162,SALINI IMPREGILO RSP,SALR.XMIL,False,True,Italy,MIL,IT,Milano
2163,PRYSMIAN,PRY.XMIL,False,True,Italy,MIL,IT,Milano
2164,BANCA MEDIOLANUM,BMED.XMIL,False,True,Italy,MIL,IT,Milano
2165,THYSSENKRUPP,TKA.XMIL,False,True,Italy,MIL,IT,Milano
2166,DEUTSCHE LUFTHANSA,LHA.XMIL,False,True,Italy,MIL,IT,Milano
2167,LEONARDO,LDO.XMIL,False,True,Italy,MIL,IT,Milano
2168,A2A,A2A.XMIL,False,True,Italy,MIL,IT,Milano
2169,ITALGAS,IG.XMIL,False,True,Italy,MIL,IT,Milano
2170,PIRELLI & C,PIRC.XMIL,False,True,Italy,MIL,IT,Milano
2171,ACEA,ACE.XMIL,False,True,Italy,MIL,IT,Milano
2172,UBI BANCA,UBI.XMIL,False,True,Italy,MIL,IT,Milano
2173,BUZZI UNICEM,BZU.XMIL,False,True,Italy,MIL,IT,Milano
2174,IREN,IRE.XMIL,False,True,Italy,MIL,IT,Milano
2175,SAIPEM,SPM.XMIL,False,True,Italy,MIL,IT,Milano
2176,BANCA GENERALI,BGN.XMIL,False,True,Italy,MIL,IT,Milano
2177,UNIPOL,UNI.XMIL,False,True,Italy,MIL,IT,Milano
2178,ERG,ERG.XMIL,False,True,Italy,MIL,IT,Milano
2180,ASTM,AT.XMIL,False,True,Italy,MIL,IT,Milano
2181,INTERPUMP GROUP,IP.XMIL,False,True,Italy,MIL,IT,Milano
2182,BANCO BPM,BAMI.XMIL,False,True,Italy,MIL,IT,Milano
2183,ENAV,ENAV.XMIL,False,True,Italy,MIL,IT,Milano
2184,BREMBO,BRE.XMIL,False,True,Italy,MIL,IT,Milano
2185,AIR FRANCE-KLM,AF.XMIL,False,True,Italy,MIL,IT,Milano
2186,AZIMUT,AZM.XMIL,False,True,Italy,MIL,IT,Milano
2187,PROSIEBENSAT1 MEDIA,PSM.XMIL,False,True,Italy,MIL,IT,Milano
2188,REPLY,REY.XMIL,False,True,Italy,MIL,IT,Milano
2189,I.M.A,IMA.XMIL,False,True,Italy,MIL,IT,Milano
2190,BUZZI UNICEM RNC,BZUR.XMIL,False,True,Italy,MIL,IT,Milano
2191,MEDIASET S.P.A,MS.XMIL,False,True,Italy,MIL,IT,Milano
2192,DE'LONGHI,DLG.XMIL,False,True,Italy,MIL,IT,Milano
2193,SALVATORE FERRAGAMO,SFER.XMIL,False,True,Italy,MIL,IT,Milano
2194,BRUNELLO CUCINELLI,BC.XMIL,False,True,Italy,MIL,IT,Milano
2195,BCA MPS,BMPS.XMIL,False,True,Italy,MIL,IT,Milano
2196,TECHNOGYM,TGYM.XMIL,False,True,Italy,MIL,IT,Milano
2197,BPER BANCA,BPE.XMIL,False,True,Italy,MIL,IT,Milano
2198,AUTOGRILL SPA,AGL.XMIL,False,True,Italy,MIL,IT,Milano
2199,CERVED GROUP,CERV.XMIL,False,True,Italy,MIL,IT,Milano
2200,FALCK RENEWABLES,FKR.XMIL,False,True,Italy,MIL,IT,Milano
2201,CREDEM,CE.XMIL,False,True,Italy,MIL,IT,Milano
2202,TOYOTA MOTOR CORP,7203.XTKS,False,True,Japan,TSE,JP,Tokyo
2204,SOFTBANK GROUP CORP,9984.XTKS,False,True,Japan,TSE,JP,Tokyo
2205,NTT DOCOMO INC,9437.XTKS,False,True,Japan,TSE,JP,Tokyo
2206,NIPPON TEL & TEL CORP,9432.XTKS,False,True,Japan,TSE,JP,Tokyo
2207,SONY CORP,6758.XTKS,False,True,Japan,TSE,JP,Tokyo
2208,KEYENCE CORP,6861.XTKS,False,True,Japan,TSE,JP,Tokyo
2209,KDDI CORPORATION,9433.XTKS,False,True,Japan,TSE,JP,Tokyo
2210,SOFTBANK CORP.,9434.XTKS,False,True,Japan,TSE,JP,Tokyo
2212,MITSUBISHI UFJ FINANCIAL GROUP INC,8306.XTKS,False,True,Japan,TSE,JP,Tokyo
2213,RECRUIT HOLDINGS CO LTD,6098.XTKS,False,True,Japan,TSE,JP,Tokyo
2214,CHUGAI PHARMACEUTICAL CO,4519.XTKS,False,True,Japan,TSE,JP,Tokyo
2215,TAKEDA PHARMACEUTICAL CO LTD,4502.XTKS,False,True,Japan,TSE,JP,Tokyo
2219,FAST RETAILING CO LTD,9983.XTKS,False,True,Japan,TSE,JP,Tokyo
2221,SHIN-ETSU CHEMICAL CO,4063.XTKS,False,True,Japan,TSE,JP,Tokyo
2222,HONDA MOTOR CO,7267.XTKS,False,True,Japan,TSE,JP,Tokyo
2223,SUMITOMO MITSUI FINANCIAL GROUP INC,8316.XTKS,False,True,Japan,TSE,JP,Tokyo
2225,DAIICHI SANKYO COMPANY LIMITED,4568.XTKS,False,True,Japan,TSE,JP,Tokyo
2226,NINTENDO CO LTD,7974.XTKS,False,True,Japan,TSE,JP,Tokyo
2227,DAIKIN INDUSTRIES,6367.XTKS,False,True,Japan,TSE,JP,Tokyo
2228,ORIENTAL LAND CO,4661.XTKS,False,True,Japan,TSE,JP,Tokyo
2230,MITSUBISHI CORP,8058.XTKS,False,True,Japan,TSE,JP,Tokyo
2231,TOKIO MARINE HOLDINGS INC,8766.XTKS,False,True,Japan,TSE,JP,Tokyo
2232,NIDEC CORPORATION,6594.XTKS,False,True,Japan,TSE,JP,Tokyo
2233,JAPAN TOBACCO INC,2914.XTKS,False,True,Japan,TSE,JP,Tokyo
2234,KAO CORP,4452.XTKS,False,True,Japan,TSE,JP,Tokyo
2235,JAPAN POST HLDGS CO LTD,6178.XTKS,False,True,Japan,TSE,JP,Tokyo
2236,MURATA MANUFACTURING CO,6981.XTKS,False,True,Japan,TSE,JP,Tokyo
2237,MIZUHO FINANCIAL GROUP,8411.XTKS,False,True,Japan,TSE,JP,Tokyo
2238,HOYA CORP,7741.XTKS,False,True,Japan,TSE,JP,Tokyo
2239,ITOCHU CORP,8001.XTKS,False,True,Japan,TSE,JP,Tokyo
2240,CENTRAL JAPAN RAILWAY CO,9022.XTKS,False,True,Japan,TSE,JP,Tokyo
2242,JAPAN POST BANK CO LTD,7182.XTKS,False,True,Japan,TSE,JP,Tokyo
2243,HITACHI,6501.XTKS,False,True,Japan,TSE,JP,Tokyo
2245,FANUC CORPORATION,6954.XTKS,False,True,Japan,TSE,JP,Tokyo
2246,TOKYO ELECTRON,8035.XTKS,False,True,Japan,TSE,JP,Tokyo
2247,SEVEN & I HOLDINGS CO LTD,3382.XTKS,False,True,Japan,TSE,JP,Tokyo
