,name,symbol,has_intraday,has_eod,country,acronym,country_code,city
5487,Orix Corporation,IX,False,True,USA,NYSE,US,New York
5488,Ametek Inc,AME,False,True,USA,NYSE,US,New York
5489,Lennar Corp - Class A,LEN,False,True,USA,NYSE,US,New York
5490,Best Buy Co. Inc,BBY,False,True,USA,NYSE,US,New York
5491,AMTD IDEA Group,AMTD,False,True,USA,NASDAQ,US,New York
5492,MPLX LP,MPLX,False,True,USA,NYSE,US,New York
5493,Xilinx Inc,XLNX,False,True,USA,NASDAQ,US,New York
5494,Ferguson Plc.,FERGY,False,True,USA,OTC,US,New York
5495,Discover Financial Services,DFS,False,True,USA,NYSE,US,New York
5496,Ferguson Plc.,WOSCF,False,True,USA,OTC,US,New York
5497,Pioneer Natural Resources Company,PXD,False,True,USA,NYSE,US,New York
5498,McCormick & Co. Inc (Non Voting),MKC,False,True,USA,NYSE,US,New York
5499,Fastenal Company,FAST,False,True,USA,NASDAQ,US,New York
5501,Copart Inc,CPRT,False,True,USA,NASDAQ,US,New York
5502,RingCentral Inc - Class A,RNG,False,True,USA,NYSE,US,New York
5503,Fortis Inc,FTS,False,True,USA,NYSE,US,New York
5504,China Southern Airlines Company Ltd,ZNH,False,True,USA,NYSE,US,New York
5505,Smith & Nephew plc,SNN,False,True,USA,NYSE,US,New York
5506,Imperial Brands Plc,IMBBF,False,True,USA,OTC,US,New York
5507,Alexandria Real Estate Equities Inc,ARE,False,True,USA,NYSE,US,New York
5508,Essex Property Trust Inc,ESS,False,True,USA,NYSE,US,New York
5509,Ventas Inc,VTR,False,True,USA,NYSE,US,New York
5510,Arthur J. Gallagher & Company,AJG,False,True,USA,NYSE,US,New York
5511,Seagen Inc,SGEN,False,True,USA,NASDAQ,US,New York
5512,Pembina Pipeline Corporation,PBA,False,True,USA,NYSE,US,New York
5513,Imperial Brands Plc,IMBBY,False,True,USA,OTC,US,New York
5514,CBRE Group Inc - Class A,CBRE,False,True,USA,NYSE,US,New York
5515,Equifax Inc,EFX,False,True,USA,NYSE,US,New York
5516,Cadence Design Systems Inc,CDNS,False,True,USA,NASDAQ,US,New York
5517,Fortescue Metals Group Ltd,FSUGY,False,True,USA,OTC,US,New York
5518,CGI Inc - Class A,GIB,False,True,USA,NYSE,US,New York
5519,Fiat Chrysler Automobiles NV,FCAU,False,True,USA,NYSE,US,New York
5520,CMS Energy Corporation,CMS,False,True,USA,NYSE,US,New York
5521,Snap Inc - Class A,SNAP,False,True,USA,NYSE,US,New York
5522,Hartford Financial Services Group Inc,HIG,False,True,USA,NYSE,US,New York
5523,Match Group Inc - New,MTCH,False,True,USA,NASDAQ,US,New York
5524,Nasdaq Inc - 144A,NDAQ,False,True,USA,NASDAQ,US,New York
5525,Huaneng Power International Inc,HNP,False,True,USA,NYSE,US,New York
5526,Fortescue Metals Group Ltd,FSUMF,False,True,USA,OTC,US,New York
5527,Corning Inc,GLW,False,True,USA,NYSE,US,New York
5528,Church & Dwight Co. Inc,CHD,False,True,USA,NYSE,US,New York
5529,Fox Corporation - Class A,FOXA,False,True,USA,NASDAQ,US,New York
5530,Fomento Economico Mexicano S.A.B. de C.V.,FMX,False,True,USA,NYSE,US,New York
5531,Dollar Tree Inc,DLTR,False,True,USA,NASDAQ,US,New York
5532,M & T Bank Corp,MTB,False,True,USA,NYSE,US,New York
5533,Mettler-Toledo International Inc,MTD,False,True,USA,NYSE,US,New York
5534,Fox Corporation - Class B,FOX,False,True,USA,NASDAQ,US,New York
5535,Amerisource Bergen Corp,ABC,False,True,USA,NYSE,US,New York
5536,Laboratory Corp Of America Holdings,LH,False,True,USA,NYSE,US,New York
5537,Palo Alto Networks Inc,PANW,False,True,USA,NYSE,US,New York
5538,Synchrony Financial,SYF,False,True,USA,NYSE,US,New York
5539,Align Technology Inc,ALGN,False,True,USA,NASDAQ,US,New York
5540,Fortinet Inc,FTNT,False,True,USA,NASDAQ,US,New York
5541,Keysight Technologies Inc,KEYS,False,True,USA,NYSE,US,New York
5542,Apollo Global Management Inc - Class A (New),APO,False,True,USA,NYSE,US,New York
5543,TransUnion,TRU,False,True,USA,NYSE,US,New York
5544,First Republic Bank,FRC,False,True,USA,NYSE,US,New York
5545,Fifth Third Bancorp,FITB,False,True,USA,NASDAQ,US,New York
5546,Vulcan Materials Company,VMC,False,True,USA,NYSE,US,New York
5547,Garmin Ltd,GRMN,False,True,USA,NASDAQ,US,New York
5548,Ameriprise Financial Inc,AMP,False,True,USA,NYSE,US,New York
5549,Northern Trust Corp,NTRS,False,True,USA,NASDAQ,US,New York
5550,Dish Network Corp - Class A,DISH,False,True,USA,NASDAQ,US,New York
5551,Western Digital Corp,WDC,False,True,USA,NASDAQ,US,New York
5552,ViacomCBS Inc - Class A,VIACA,False,True,USA,NASDAQ,US,New York
5553,Skyworks Solutions Inc,SWKS,False,True,USA,NASDAQ,US,New York
5554,Markel Corp,MKL,False,True,USA,NYSE,US,New York
5555,IAC Inc - New,IAC,False,True,USA,NASDAQ,US,New York
5556,Arch Capital Group Ltd,ACGL,False,True,USA,NASDAQ,US,New York
5557,Healthpeak OP LLC,PEAK,False,True,USA,NYSE,US,New York
5558,China Life Insurance Company,LFC,False,True,USA,NYSE,US,New York
5559,Hess Corporation,HES,False,True,USA,NYSE,US,New York
5560,Biomarin Pharmaceutical Inc,BMRN,False,True,USA,NASDAQ,US,New York
5561,Incyte Corp,INCY,False,True,USA,NASDAQ,US,New York
5562,Repsol S.A,REPYF,False,True,USA,OTC,US,New York
5563,Paycom Software Inc,PAYC,False,True,USA,NYSE,US,New York
5564,Altice USA Inc - Class A,ATUS,False,True,USA,NYSE,US,New York
5565,CDW Corp,CDW,False,True,USA,NASDAQ,US,New York
5566,Repsol S.A,REPYY,False,True,USA,OTC,US,New York
5567,Yum China Holdings Inc,YUMC,False,True,USA,NYSE,US,New York
5568,Cincinnati Financial Corp,CINF,False,True,USA,NASDAQ,US,New York
5569,Trip.com Group Ltd,TCOM,False,True,USA,NASDAQ,US,New York
5570,Deutsche Bank AG,DB,False,True,USA,NYSE,US,New York
5571,Warner Bros.Discovery Inc - Class B,DISCB,False,True,USA,NASDAQ,US,New York
5572,Brookfield Renewable Partners LP,BEP,False,True,USA,NYSE,US,New York
5573,GRUPO FIN BANORTE SE,GBOOF,False,True,USA,OTC,US,New York
5574,Avangrid Inc,AGR,False,True,USA,NYSE,US,New York
5575,Invitation Homes Inc,INVH,False,True,USA,NYSE,US,New York
5576,Cooper Companies Inc,COO,False,True,USA,NYSE,US,New York
5577,Royal Caribbean Group,RCL,False,True,USA,NYSE,US,New York
5578,Mid-America Apartment Communities Inc,MAA,False,True,USA,NYSE,US,New York
5579,Evergy Inc,EVRG,False,True,USA,NYSE,US,New York
5580,KKR & Co. Inc,KKR,False,True,USA,NYSE,US,New York
5582,Old Dominion Freight Line Inc,ODFL,False,True,USA,NASDAQ,US,New York
5583,Sea Ltd,SE,False,True,USA,NYSE,US,New York
5584,Teleflex Incorporated,TFX,False,True,USA,NYSE,US,New York
5585,TIFFANY & CO,TIF,False,True,USA,NYSE,US,New York
5586,Keycorp,KEY,False,True,USA,NYSE,US,New York
5587,Akzo Nobel N.V.,AKZOY,False,True,USA,OTC,US,New York
5588,DocuSign Inc,DOCU,False,True,USA,NASDAQ,US,New York
5589,Heico Corp,HEI,False,True,USA,NYSE,US,New York
5590,Grupo Financiero Banorte,GBOOY,False,True,USA,OTC,US,New York
5591,Dover Corp,DOV,False,True,USA,NYSE,US,New York
5592,Cardinal Health Inc,CAH,False,True,USA,NYSE,US,New York
5593,Okta Inc - Class A,OKTA,False,True,USA,NASDAQ,US,New York
5594,Campbell Soup Company,CPB,False,True,USA,NYSE,US,New York
5595,Leidos Holdings Inc,LDOS,False,True,USA,NYSE,US,New York
5596,Credicorp Ltd,BAP,False,True,USA,NYSE,US,New York
5597,Hewlett Packard Enterprise Company,HPE,False,True,USA,NYSE,US,New York
5598,W.W. Grainger Inc,GWW,False,True,USA,NYSE,US,New York
5599,Sun Communities Inc,SUI,False,True,USA,NYSE,US,New York
5600,Martin Marietta Materials Inc,MLM,False,True,USA,NYSE,US,New York
5601,Genmab,GMAB,False,True,USA,NASDAQ,US,New York
5602,Amcor Plc,AMCR,False,True,USA,NYSE,US,New York
5603,Brookfield Infrastructure Partners L.P,BIP,False,True,USA,NYSE,US,New York
5604,Ryanair Holdings Plc,RYAAY,False,True,USA,NASDAQ,US,New York
5605,Maxim Integrated Products Inc,MXIM,False,True,USA,NASDAQ,US,New York
5606,Akzo Nobel N.V.,AKZOF,False,True,USA,OTC,US,New York
5607,Arista Networks Inc,ANET,False,True,USA,NYSE,US,New York
5608,Quest Diagnostics Inc,DGX,False,True,USA,NYSE,US,New York
5609,Omnicom Group Inc,OMC,False,True,USA,NYSE,US,New York
5610,Xylem Inc,XYL,False,True,USA,NYSE,US,New York
5611,Ulta Beauty Inc,ULTA,False,True,USA,NASDAQ,US,New York
5612,Akamai Technologies Inc,AKAM,False,True,USA,NASDAQ,US,New York
5613,Slack Technologies Inc - Class A,WORK,False,True,USA,NYSE,US,New York
5614,Kansas City Southern,KSU,False,True,USA,NYSE,US,New York
5615,Freeport-McMoRan Inc,FCX,False,True,USA,NYSE,US,New York
5616,Marvell Technology Inc,MRVL,False,True,USA,NASDAQ,US,New York
5617,Check Point Software Technolgies,CHKP,False,True,USA,NASDAQ,US,New York
5618,ArcelorMittal,MT,False,True,USA,NYSE,US,New York
5619,ZTO Express (Cayman) Inc,ZTO,False,True,USA,NYSE,US,New York
5620,International Paper Company,IP,False,True,USA,NYSE,US,New York
5621,Carmax Inc,KMX,False,True,USA,NYSE,US,New York
5622,NVR Inc,NVR,False,True,USA,NYSE,US,New York
5623,United Airlines Holdings Inc,UAL,False,True,USA,NASDAQ,US,New York
5624,Twilio Inc Class A,TWLO,False,True,USA,NYSE,US,New York
5625,Magna International Inc,MGA,False,True,USA,NYSE,US,New York
5626,Liberty Media Corp (Tracking Stock - SiriusXM) Ser,LSXMA,False,True,USA,NASDAQ,US,New York
5627,SS&C Technologies Holdings Inc,SSNC,False,True,USA,NASDAQ,US,New York
5628,W. P. Carey Inc,WPC,False,True,USA,NYSE,US,New York
5629,Liberty Media Corp (Tracking Stock - SiriusXM) Ser,LSXMK,False,True,USA,NASDAQ,US,New York
5630,UDR Inc,UDR,False,True,USA,NYSE,US,New York
5631,Burlington Stores Inc,BURL,False,True,USA,NYSE,US,New York
5632,Extra Space Storage Inc,EXR,False,True,USA,NYSE,US,New York
5633,Alliant Energy Corp,LNT,False,True,USA,NASDAQ,US,New York
5634,ViacomCBS Inc - Class B,VIAC,False,True,USA,NASDAQ,US,New York
5635,MarketAxess Holdings Inc,MKTX,False,True,USA,NASDAQ,US,New York
5636,Nomura Holdings Inc,NMR,False,True,USA,NYSE,US,New York
5637,Telefonica Brasil S.A.,VIV,False,True,USA,NYSE,US,New York
5638,Liberty Media Corp (Tracking Stock - SiriusXM) Ser,LSXMB,False,True,USA,NASDAQ,US,New York
5639,Conagra Brands Inc,CAG,False,True,USA,NYSE,US,New York
5640,Enel Americas SA,ENIA,False,True,USA,NYSE,US,New York
5641,Loews Corp,L,False,True,USA,NYSE,US,New York
5642,JBS SA,JBSAY,False,True,USA,OTC,US,New York
5643,Steris Plc,STE,False,True,USA,NYSE,US,New York
5644,Regions Financial Corp,RF,False,True,USA,NYSE,US,New York
5645,,DISCA,False,True,USA,NASDAQ,US,New York
5646,Galapagos NV,GLPG,False,True,USA,NASDAQ,US,New York
5647,Atmos Energy Corp,ATO,False,True,USA,NYSE,US,New York
5648,CenturyLink Inc,CTL,False,True,USA,NYSE,US,New York
5649,Equity Lifestyle Properties Inc,ELS,False,True,USA,NYSE,US,New York
5650,Annaly Capital Management Inc,NLY,False,True,USA,NYSE,US,New York
5651,Wheaton Precious Metals Corp,WPM,False,True,USA,NYSE,US,New York
5652,Yandex NV - Class A,YNDX,False,True,USA,NASDAQ,US,New York
5653,International Flavors Fragrances Inc 600 Tangible ,IFFT,False,True,USA,NYSE,US,New York
5654,International Flavors & Fragrances Inc,IFF,False,True,USA,NYSE,US,New York
5655,Expedia Group Inc,EXPE,False,True,USA,NASDAQ,US,New York
5656,Citizens Financial Group Inc,CFG,False,True,USA,NYSE,US,New York
5657,Take-Two Interactive Software Inc,TTWO,False,True,USA,NASDAQ,US,New York
5658,Halliburton Company,HAL,False,True,USA,NYSE,US,New York
5659,Concho Resources Inc,CXO,False,True,USA,NYSE,US,New York
5660,Jacobs Solutions Inc,J,False,True,USA,NYSE,US,New York
5661,Icahn Enterprises L P,IEP,False,True,USA,NASDAQ,US,New York
5662,Citrix Systems Inc,CTXS,False,True,USA,NASDAQ,US,New York
5663,SK Telecom Co Ltd,SKM,False,True,USA,NYSE,US,New York
5665,Seagate Technology Holdings Plc,STX,False,True,USA,NASDAQ,US,New York
5666,Liberty Global plc - Class B,LBTYB,False,True,USA,NASDAQ,US,New York
5667,Teledyne Technologies Inc,TDY,False,True,USA,NYSE,US,New York
5668,Roku Inc - Class A,ROKU,False,True,USA,NASDAQ,US,New York
5669,Tyler Technologies Inc,TYL,False,True,USA,NYSE,US,New York
5670,Brown & Brown Inc,BRO,False,True,USA,NYSE,US,New York
5671,Datadog Inc - Class A,DDOG,False,True,USA,NASDAQ,US,New York
5672,Dominos Pizza Inc,DPZ,False,True,USA,NYSE,US,New York
5673,Alnylam Pharmaceuticals Inc,ALNY,False,True,USA,NASDAQ,US,New York
5674,Warner Bros.Discovery Inc - Series C,DISCK,False,True,USA,NASDAQ,US,New York
5675,POSCO Holdings Inc,PKX,False,True,USA,NYSE,US,New York
5676,Duke Realty Corp,DRE,False,True,USA,NYSE,US,New York
5677,Rollins Inc,ROL,False,True,USA,NYSE,US,New York
5678,EPAM Systems Inc,EPAM,False,True,USA,NYSE,US,New York
5679,Hologic Inc,HOLX,False,True,USA,NASDAQ,US,New York
5680,Nucor Corp,NUE,False,True,USA,NYSE,US,New York
5681,Magellan Midstream Partners L.P.,MMP,False,True,USA,NYSE,US,New York
5682,Genuine Parts Company,GPC,False,True,USA,NYSE,US,New York
5684,Waters Corp,WAT,False,True,USA,NYSE,US,New York
5685,Huntington Bancshares Inc,HBAN,False,True,USA,NASDAQ,US,New York
5686,Lamb Weston Holdings Inc,LW,False,True,USA,NYSE,US,New York
5687,W.R. Berkley Corp,WRB,False,True,USA,NYSE,US,New York
5688,FMC Corp,FMC,False,True,USA,NYSE,US,New York
5689,Live Nation Entertainment Inc,LYV,False,True,USA,NYSE,US,New York
5690,KB Financial Group Inc,KB,False,True,USA,NYSE,US,New York
5691,J.M. Smucker Company,SJM,False,True,USA,NYSE,US,New York
5692,Arconic Corporation,ARNC,False,True,USA,NYSE,US,New York
5693,Suzano S.A.,SUZ,False,True,USA,NYSE,US,New York
5694,Principal Financial Group Inc,PFG,False,True,USA,NASDAQ,US,New York
5695,Jack Henry & Associates Inc,JKHY,False,True,USA,NASDAQ,US,New York
5696,CNH Industrial NV,CNHI,False,True,USA,NYSE,US,New York
5697,Phillips 66 Partners LP,PSXP,False,True,USA,NYSE,US,New York
5698,Masco Corp,MAS,False,True,USA,NYSE,US,New York
5699,Liberty Global plc - Class A,LBTYA,False,True,USA,NASDAQ,US,New York
5700,Westinghouse Air Brake Technologies Corp,WAB,False,True,USA,NYSE,US,New York
5701,Trade Desk Inc - Class A,TTD,False,True,USA,NASDAQ,US,New York
5702,Teva- Pharmaceutical Industries Ltd,TEVA,False,True,USA,NYSE,US,New York
5703,Expeditors International Of Washington Inc,EXPD,False,True,USA,NASDAQ,US,New York
5704,Lyft Inc Cls A,LYFT,False,True,USA,NASDAQ,US,New York
5705,StoneCo Ltd - Class A,STNE,False,True,USA,NASDAQ,US,New York
5706,Agnico Eagle Mines Ltd,AEM,False,True,USA,NYSE,US,New York
5707,BeiGene Ltd,BGNE,False,True,USA,NASDAQ,US,New York
5708,Broadridge Financial Solutions Inc,BR,False,True,USA,NYSE,US,New York
5709,Medical Properties Trust Inc,MPW,False,True,USA,NYSE,US,New York
5710,Crowdstrike Holdings Inc - Class A,CRWD,False,True,USA,NASDAQ,US,New York
5711,Liberty Global plc - Class C,LBTYK,False,True,USA,NASDAQ,US,New York
5712,WPP Plc.,WPP,False,True,USA,NYSE,US,New York
5713,VICI Properties Inc,VICI,False,True,USA,NYSE,US,New York
5714,PulteGroup Inc,PHM,False,True,USA,NYSE,US,New York
5715,Centerpoint Energy Inc,CNP,False,True,USA,NYSE,US,New York
5716,CNA Financial Corp,CNA,False,True,USA,NYSE,US,New York
5717,Varian Medical Systems Inc,VAR,False,True,USA,NYSE,US,New York
5718,LINE Corporation American Depositary Shares each r,LN,False,True,USA,NYSE,US,New York
5719,Godaddy Inc - Class A,GDDY,False,True,USA,NYSE,US,New York
5720,Fidelity National Financial Inc,FNF,False,True,USA,NYSE,US,New York
5721,Qorvo Inc,QRVO,False,True,USA,NASDAQ,US,New York
5722,AES Corp,AES,False,True,USA,NYSE,US,New York
5723,NortonLifeLock Inc,NLOK,False,True,USA,NASDAQ,US,New York
5724,Korea Electric Power,KEP,False,True,USA,NYSE,US,New York
5725,Open Text Corp,OTEX,False,True,USA,NASDAQ,US,New York
5726,West Pharmaceutical Services Inc,WST,False,True,USA,NYSE,US,New York
5727,Idex Corporation,IEX,False,True,USA,NYSE,US,New York
5728,Celanese Corp - Series A,CE,False,True,USA,NYSE,US,New York
5729,Zebra Technologies Corp - Class A,ZBRA,False,True,USA,NASDAQ,US,New York
5730,Franklin Resources Inc,BEN,False,True,USA,NYSE,US,New York
5731,Darden Restaurants Inc,DRI,False,True,USA,NYSE,US,New York
5732,Bio-Rad Laboratories Inc - Class A,BIO,False,True,USA,NYSE,US,New York
5733,Allegion plc,ALLE,False,True,USA,NYSE,US,New York
5734,MGM Resorts International,MGM,False,True,USA,NYSE,US,New York
5735,Universal Health Services Inc - Class B,UHS,False,True,USA,NYSE,US,New York
5736,NiSource Inc,NI,False,True,USA,NYSE,US,New York
5737,Fair Isaac Corp,FICO,False,True,USA,NYSE,US,New York
5738,Zillow Group Inc - Class A,ZG,False,True,USA,NASDAQ,US,New York
5739,Wynn Resorts Ltd,WYNN,False,True,USA,NASDAQ,US,New York
5740,Zillow Group Inc - Class C,Z,False,True,USA,NASDAQ,US,New York
5741,Molson Coors Beverage Company - Class B,TAP,False,True,USA,NYSE,US,New York
5742,Pinterest Inc - Class A,PINS,False,True,USA,NYSE,US,New York
5743,Tractor Supply Company,TSCO,False,True,USA,NASDAQ,US,New York
5744,Baker Hughes Co - Class A,BKR,False,True,USA,NYSE,US,New York
5745,Pinnacle West Capital Corp,PNW,False,True,USA,NYSE,US,New York
5746,Insulet Corporation,PODD,False,True,USA,NASDAQ,US,New York
5747,Gartner Inc,IT,False,True,USA,NYSE,US,New York
5748,Camden Property Trust,CPT,False,True,USA,NYSE,US,New York
5749,Factset Research Systems Inc,FDS,False,True,USA,NYSE,US,New York
5750,Chewy Inc - Class A,CHWY,False,True,USA,NYSE,US,New York
5751,Raymond James Financial Inc,RJF,False,True,USA,NYSE,US,New York
5752,Everest Re Group Ltd,RE,False,True,USA,NYSE,US,New York
5753,Elanco Animal Health Inc,ELAN,False,True,USA,NYSE,US,New York
5754,Booz Allen Hamilton Holding Corp - Class A,BAH,False,True,USA,NYSE,US,New York
5755,Essential Utilities Inc,WTRU,False,True,USA,NYSE,US,New York
5756,Essential Utilities Inc,WTRG,False,True,USA,NYSE,US,New York
5757,PagSeguro Digital Ltd - Class A,PAGS,False,True,USA,NYSE,US,New York
5758,Vornado Realty Trust,VNO,False,True,USA,NYSE,US,New York
5759,Hasbro Inc,HAS,False,True,USA,NASDAQ,US,New York
5760,Black Knight Inc - Class A,BKI,False,True,USA,NYSE,US,New York
5761,Tenaris S.A.,TS,False,True,USA,NYSE,US,New York
5762,DENTSPLY Sirona Inc,XRAY,False,True,USA,NASDAQ,US,New York
5764,SVB Financial Group,SIVB,False,True,USA,NASDAQ,US,New York
5765,Teradyne Inc,TER,False,True,USA,NASDAQ,US,New York
5766,J.B. Hunt Transport Services Inc,JBHT,False,True,USA,NASDAQ,US,New York
5767,Ceridian HCM Holding Inc,CDAY,False,True,USA,NYSE,US,New York
5768,Alleghany Corp,Y,False,True,USA,NYSE,US,New York
5769,Crown Holdings Inc,CCK,False,True,USA,NYSE,US,New York
5770,NICE Ltd,NICE,False,True,USA,NASDAQ,US,New York
5771,Regency Centers Corporation,REG,False,True,USA,NASDAQ,US,New York
5772,DaVita Inc,DVA,False,True,USA,NYSE,US,New York
5773,H World Group Ltd,HTHT,False,True,USA,NASDAQ,US,New York
5774,ASE Technology Holding Co.Ltd,ASX,False,True,USA,NYSE,US,New York
5775,Vistra Corp,VST,False,True,USA,NYSE,US,New York
5776,Centrais Eletricas Brasileiras S.A.,EBR,False,True,USA,NYSE,US,New York
5777,Netapp Inc,NTAP,False,True,USA,NASDAQ,US,New York
5778,Globe Life Inc,GL,False,True,USA,NYSE,US,New York
5779,E TRADE Financial Corp,ETFC,False,True,USA,NASDAQ,US,New York
5780,Trimble Inc,TRMB,False,True,USA,NASDAQ,US,New York
5781,Avery Dennison Corp,AVY,False,True,USA,NYSE,US,New York
5782,Mobile Telesystems PJSC,MBT,False,True,USA,NYSE,US,New York
5783,Moderna Inc,MRNA,False,True,USA,NASDAQ,US,New York
5784,Carlyle Group Inc (The),CG,False,True,USA,NASDAQ,US,New York
5785,Host Hotels & Resorts Inc,HST,False,True,USA,NYSE,US,New York
5786,Gaming and Leisure Properties Inc,GLPI,False,True,USA,NASDAQ,US,New York
5787,Intercontinental Hotels Group,IHG,False,True,USA,NYSE,US,New York
5788,Equitable Holdings Inc,EQH,False,True,USA,NYSE,US,New York
5789,Plains All American Pipeline LP,PAA,False,True,USA,NYSE,US,New York
5790,VEREIT Inc,VER,False,True,USA,NYSE,US,New York
5791,PPD Inc,PPD,False,True,USA,NASDAQ,US,New York
5792,Lennox International Inc,LII,False,True,USA,NYSE,US,New York
5793,Perkinelmer Inc,PKI,False,True,USA,NYSE,US,New York
5794,Western Union Company,WU,False,True,USA,NYSE,US,New York
5795,AGNC Investment Corp,AGNC,False,True,USA,NASDAQ,US,New York
5796,Banco de Chile,BCH,False,True,USA,NYSE,US,New York
5797,Masimo Corp,MASI,False,True,USA,NASDAQ,US,New York
5798,Coupa Software Inc,COUP,False,True,USA,NASDAQ,US,New York
5799,Exact Sciences Corp,EXAS,False,True,USA,NASDAQ,US,New York
5800,SEMICONDUCTOR MANUFACTURING INTERNATIONAL CORP.,SMICY,False,True,USA,OTC,US,New York
5801,Ally Financial Inc,ALLY,False,True,USA,NYSE,US,New York
5802,United Rentals Inc,URI,False,True,USA,NYSE,US,New York
5803,Diamondback Energy Inc,FANG,False,True,USA,NASDAQ,US,New York
5804,SEMICONDUCTOR MANUFACTURING INTERNATIONAL CORP.,SIUIF,False,True,USA,OTC,US,New York
5805,Autohome Inc,ATHM,False,True,USA,NYSE,US,New York
5806,Service Corp International,SCI,False,True,USA,NYSE,US,New York
5807,C.H. Robinson Worldwide Inc,CHRW,False,True,USA,NASDAQ,US,New York
5808,Cable One Inc,CABO,False,True,USA,NYSE,US,New York
5809,Solvay SA,SVYSF,False,True,USA,OTC,US,New York
5810,APA Corporation,APA,False,True,USA,NYSE,US,New York
5811,Alteryx Inc - Class A,AYX,False,True,USA,NYSE,US,New York
5812,Qiagen NV,QGEN,False,True,USA,NYSE,US,New York
5813,Omega Healthcare Investors Inc,OHI,False,True,USA,NYSE,US,New York
5814,Fortune Brands Home & Security Inc,FBHS,False,True,USA,NYSE,US,New York
5815,Iron Mountain Inc,IRM,False,True,USA,NYSE,US,New York
5816,Shaw Communications Inc - Class B,SJR,False,True,USA,NYSE,US,New York
5817,National Retail Properties Inc,NNN,False,True,USA,NYSE,US,New York
5818,Textron Inc,TXT,False,True,USA,NYSE,US,New York
5819,Ubiquiti Inc,UI,False,True,USA,NYSE,US,New York
5820,Solvay SA,SOLVY,False,True,USA,OTC,US,New York
5821,Guidewire Software Inc,GWRE,False,True,USA,NYSE,US,New York
5822,Avantor Inc,AVTR,False,True,USA,NYSE,US,New York
5823,Sarepta Therapeutics Inc,SRPT,False,True,USA,NASDAQ,US,New York
5824,Companhia de Saneamento Basico do Estado de Sao Pa,SBS,False,True,USA,NYSE,US,New York
5825,Dynatrace Inc,DT,False,True,USA,NYSE,US,New York
5826,Federal Realty Investment Trust.,FRT,False,True,USA,NYSE,US,New York
5827,Advance Auto Parts Inc,AAP,False,True,USA,NYSE,US,New York
5828,Publicis Groupe SA,PGPEF,False,True,USA,OTC,US,New York
5829,Publicis Groupe SA,PUBGY,False,True,USA,OTC,US,New York
5830,Aramark,ARMK,False,True,USA,NYSE,US,New York
5831,Albemarle Corp,ALB,False,True,USA,NYSE,US,New York
5832,Pool Corporation,POOL,False,True,USA,NASDAQ,US,New York
5833,Bright Horizons Family Solutions Inc,BFAM,False,True,USA,NYSE,US,New York
5834,Amdocs Ltd,DOX,False,True,USA,NASDAQ,US,New York
5835,LKQ Corp,LKQ,False,True,USA,NASDAQ,US,New York
5836,Teladoc Health Inc,TDOC,False,True,USA,NYSE,US,New York
5837,TIM PARTICIPACOES SA SPON ADR EACH REP 5 ORD SHS,TSU,False,True,USA,NYSE,US,New York
5838,Neurocrine Biosciences Inc,NBIX,False,True,USA,NASDAQ,US,New York
5839,MongoDB Inc - Class A,MDB,False,True,USA,NASDAQ,US,New York
5840,RPM International Inc,RPM,False,True,USA,NYSE,US,New York
5841,Huntington Ingalls Industries Inc,HII,False,True,USA,NYSE,US,New York
5842,Icon Plc,ICLR,False,True,USA,NASDAQ,US,New York
5843,Packaging Corp Of America,PKG,False,True,USA,NYSE,US,New York
5844,BioNTech SE,BNTX,False,True,USA,NASDAQ,US,New York
5845,Melco Resorts & Entertainment Ltd,MLCO,False,True,USA,NASDAQ,US,New York
5846,Lamar Advertising Co - Class A,LAMR,False,True,USA,NASDAQ,US,New York
5847,Commercial International Bank (Egypt),CIBEY,False,True,USA,OTC,US,New York
5848,Henry Schein Inc,HSIC,False,True,USA,NASDAQ,US,New York
5849,Brookfield Property Partners L.P.,BPY,False,True,USA,NASDAQ,US,New York
5850,Mohawk Industries Inc,MHK,False,True,USA,NYSE,US,New York
5851,Liberty Media Corp (Tracking Stock -Liberty Formul,FWONK,False,True,USA,NASDAQ,US,New York
5852,Banco Santander Chile SA,BSAC,False,True,USA,NYSE,US,New York
5853,Lincoln National Corp,LNC,False,True,USA,NYSE,US,New York
5854,NRG Energy Inc,NRG,False,True,USA,NYSE,US,New York
5855,SEI Investments Company,SEIC,False,True,USA,NASDAQ,US,New York
5856,Algonquin Power & Utilities Corp,AQN,False,True,USA,NYSE,US,New York
5857,Graco Inc,GGG,False,True,USA,NYSE,US,New York
5858,Mylan Inc,MYL,False,True,USA,NASDAQ,US,New York
5859,WestRock Company,WRK,False,True,USA,NYSE,US,New York
5860,Cypress Semiconductor Corp,CY,False,True,USA,NASDAQ,US,New York
5861,James Hardie Industries plc,JHX,False,True,USA,NYSE,US,New York
5862,Molina Healthcare Inc,MOH,False,True,USA,NYSE,US,New York
5863,Tradeweb Markets Inc Cls A,TW,False,True,USA,NASDAQ,US,New York
5864,American Homes 4 Rent - Class A,AMH,False,True,USA,NYSE,US,New York
5865,American Financial Group Inc,AFG,False,True,USA,NYSE,US,New York
5866,AngloGold Ashanti Ltd,AU,False,True,USA,NYSE,US,New York
5867,Liberty Media Corp (Tracking Stock -Liberty Formul,FWONB,False,True,USA,OTC,US,New York
5868,Catalent Inc,CTLT,False,True,USA,NYSE,US,New York
5869,Nordson Corp,NDSN,False,True,USA,NASDAQ,US,New York
