Time,AA,BATS.XLON,BP.XLON,CAT,DGE.XLON,FDX,HSBA.XLON,ULVR.XLON,WMT,NYSE,LSE,NYSEQ1,LSEQ1,NYSEQ3,LSEQ3,USA_GDP,GBR_GDP
2022-03-21,,,,,,,,,,,,,,,,,
2022-03-28,1.951703605689703,4.266750948166886,1.5733333333333377,-0.8314335523669114,2.9494949494949463,3.551494418437162,3.5742811501597416,0.6460138012039263,1.227206545101578,1.405719825496865,2.601767373496555,1.352745615040707,3.5742811501597416,0.60773542726833,0.6460138012039263,-11.391997168273427,12.889383631011375
2022-04-04,-1.687216093445798,-1.8187329493785986,-0.8663691257547845,-0.4687852152355121,2.1847200418628976,-5.242338622038689,1.233853865432799,2.698760029175795,3.4520547945205315,-1.393475867663252,1.040347306539946,2.5562719149417434,1.233853865432799,-2.324698526127744,2.698760029175795,-5.202683034436717,-26.73739648673842
2022-04-11,-9.207920792079216,1.3275702377276932,2.3967161016948957,-2.155699470132688,2.483676865958273,-6.362677187026932,1.5616073128927654,-0.8380681818181857,2.1517478813559254,-3.4888503687164008,1.1044159347119331,0.25366714459027495,1.5616073128927654,-5.300761334278336,-0.8380681818181857,-21.298217376124583,-18.15967585869872
2022-04-18,8.384829758875556,-0.24375380865325758,3.641536273115231,6.4198102291136205,-2.893191755153035,-0.421320791691171,-1.5638477404837703,-1.933820369574557,1.0305269298075181,3.2755445288360496,-1.5866677497552217,2.143381004767164,-1.5638477404837703,1.3628517280090957,-1.933820369574557,2.5923765837770674,-15.165725034996203
2022-04-25,-24.684181106763546,0.09163103237630477,-7.955481246724727,-5.749826026443983,1.3456145316077972,1.0528387287218388,-4.449862846693087,5.3607946245983085,0.6800102643058858,-4.730954591678815,1.5948716656573492,-3.392629557163107,-4.449862846693087,-0.8098130284625582,5.3607946245983085,1.315817217648818,13.59056369051248
2022-05-02,-1.7960516550393435,2.151357949343913,10.769960688626812,-2.1365943700969114,1.5898705255140921,-4.08471275559884,1.6596889952153138,1.8612227921807944,-3.160443481585329,-2.968704073266204,2.1235017681594304,-2.9896504951783087,1.6596889952153138,-3.577860487453466,1.8612227921807944,-12.060880079338176,-5.46551484555895
2022-05-09,-18.062273276904474,-1.3592233009708687,-0.9239429725264592,-2.725515160088654,-6.850342048542779,5.715445916450945,-3.377947737412368,-1.0241927251692817,-0.4408474799315609,-1.138356557507747,-3.167591332565689,-2.6738172763838164,-3.377947737412368,2.99340057278048,-1.0241927251692817,-3.050143133509575,-6.2751419567099065
2022-05-16,11.197196089282425,4.724409448818889,3.347332015810278,0.43627902467400226,3.742454728370226,0.696211648341083,1.1873350923482962,2.654015401540155,-2.0487740400502275,0.8579538124113384,3.5579001989103354,-0.6356515920809103,1.1873350923482962,0.5017288488043059,2.654015401540155,-26.388742134240918,-14.250417437119612
2022-05-23,4.744525547445244,1.0699826489300124,2.4979084498625514,-1.467252280515463,-5.546935608999226,-2.3984360099179813,0.49142513288535916,-5.184192900200935,-17.27953579380609,-4.9280460505276675,-2.9905464991982877,-14.65013566774277,0.49142513288535916,-1.702173729985923,-5.184192900200935,-34.641572887132035,-10.35304157894208
2022-05-30,-1.1482420019005457,-1.1158798283261828,1.0960820895522305,5.889052167523889,0.4380561259411442,9.117445893790599,5.508982035928156,-1.229160779881322,4.887846655791206,6.046705237310368,-0.29441388393894874,4.003457557896684,5.508982035928156,6.697750691435989,-1.229160779881322,50.67994217443867,4.324765025501032
2022-06-06,2.5714972362412825,2.213541666666674,1.6032295271049657,3.4497912546692877,0.9813275180591496,-0.22498069195554526,0.9269769201664779,6.365326848805597,-2.8948033516729144,0.7672086688632174,2.9947073501351174,-2.1335698388527224,0.9269769201664779,2.3294757245919673,5.9791160062938165,-17.788300276394775,-2.4101326769894627
2022-06-13,-22.149328334895337,-1.7551309271054527,-3.2126234532864117,-7.4900505298931215,-4.966932109596433,-9.81377608256675,-5.735707591377704,-2.4072081764389464,-4.37254744934733,-9.169460314462441,-3.187623386802707,-6.967147709914967,-5.735707591377704,-9.231321033872074,-4.966932109596433,-4.66228486395277,-10.49213359620379
2022-06-20,0.08025682182986049,1.296643134994957,-8.163265306122447,-5.530984145398299,0.48288595369976317,14.620857796795717,6.880095446410817,-0.757888934821549,1.4990369315802665,3.4261232693940658,0.2970031258929584,1.3257529345455543,6.880095446410817,0.8467931145192731,0.48288595369976317,-33.07703457781025,9.55246666603211
2022-06-27,-0.6415396952686447,1.592945526952061,0.025542784163490317,-4.015350175887433,3.3356890459363964,4.38651704903088,0.20465116279069218,3.6934184948625326,2.409240924092404,0.8138117636218078,2.660795994129317,2.041211183128566,0.20465116279069218,-1.6453863367118626,3.3356890459363964,38.05636921113533,-12.877818407304565
2022-07-04,-13.715698143664245,-0.30799384012319964,2.5153217568947728,-6.768750999520245,-4.390644234714813,-5.139934295338289,0.20423319717788324,1.8344938403856537,-0.22155978085723893,-5.3395154053245575,-0.7741018568352964,-1.8066221084565792,0.20423319717788324,-6.281123948010558,-2.5988236903296436,-7.2721527538753605,-28.774324433105203
2022-07-11,-0.07600116924877387,-4.816739222019384,-4.197284842446125,0.07290192546851593,2.07439198855508,-1.7184691596159762,-2.2234574763757675,1.3017751479289963,1.2959748072187027,-0.3897403486596174,-0.6640308835806019,1.1543637120668082,-2.2234574763757675,-0.4699201301828215,0.19660160089876033,-50.698648083652785,18.564828206002204
