,open,high,low,close,volume,adj_high,adj_low,adj_close,adj_open,adj_volume,split_factor,dividend,symbol,exchange,date
0,3298.0,3304.0,3278.0,3281.5,762920.0,,,3281.5,,,1.0,0.0,BATS.XLON,XLON,2022-12-30T00:00:00+0000
1,3312.0,3319.0,3286.5,3304.5,1075785.0,,,3304.5,,,1.0,0.0,BATS.XLON,XLON,2022-12-29T00:00:00+0000
2,3339.5,3359.5,3326.5,3332.5,2558155.0,,,3332.5,,,1.0,0.0,BATS.XLON,XLON,2022-12-28T00:00:00+0000
3,3316.5,3316.5,3316.5,3316.5,32636.0,,,3316.5,,,1.0,0.0,BATS.XLON,XLON,2022-12-27T00:00:00+0000
4,3325.0,3335.0,3307.0,3316.5,694275.0,,,3316.5,,,1.0,0.0,BATS.XLON,XLON,2022-12-23T00:00:00+0000
5,3304.5,3349.5,3298.0,3319.5,2015124.0,,,3319.5,,,1.0,0.0,BATS.XLON,XLON,2022-12-22T00:00:00+0000
6,3310.5,3361.5,3296.0,3353.5,2272014.0,,,3299.05,,,1.0,0.0,BATS.XLON,XLON,2022-12-21T00:00:00+0000
7,3316.5,3323.0,3288.0,3314.5,2372166.0,,,3314.5,,,1.0,0.0,BATS.XLON,XLON,2022-12-20T00:00:00+0000
8,3307.0,3347.5,3296.5,3332.0,1779969.0,,,3332.0,,,1.0,0.0,BATS.XLON,XLON,2022-12-19T00:00:00+0000
9,3296.0,3312.0,3231.5,3293.5,6020664.0,,,3293.5,,,1.0,0.0,BATS.XLON,XLON,2022-12-16T00:00:00+0000
10,3283.5,3297.0,3263.0,3285.0,2930487.0,,,3285.0,,,1.0,0.0,BATS.XLON,XLON,2022-12-15T00:00:00+0000
11,3243.0,3292.73,3242.0,3268.0,2159228.0,,,3268.0,,,1.0,0.0,BATS.XLON,XLON,2022-12-14T00:00:00+0000
12,3290.5,3308.8916,3230.5,3252.5,3580476.0,,,3252.5,,,1.0,0.0,BATS.XLON,XLON,2022-12-13T00:00:00+0000
13,3331.0,3338.5,3300.5996,3307.5,4626982.0,,,3307.5,,,1.0,0.0,BATS.XLON,XLON,2022-12-12T00:00:00+0000
14,3308.5,3334.0,3279.5,3316.0,2473398.0,,,3316.0,,,1.0,0.0,BATS.XLON,XLON,2022-12-09T00:00:00+0000
15,3400.0,3410.5,3283.5,3305.0,3733520.0,,,3305.0,,,1.0,0.0,BATS.XLON,XLON,2022-12-08T00:00:00+0000
16,3418.0,3451.5,3410.0,3410.5,2364128.0,,,3410.5,,,1.0,0.0,BATS.XLON,XLON,2022-12-07T00:00:00+0000
17,3448.5,3453.0,3417.0,3419.0,2447440.0,,,3419.0,,,1.0,0.0,BATS.XLON,XLON,2022-12-06T00:00:00+0000
18,3423.5,3434.5,3399.7351,3430.5,2417330.0,,,3430.5,,,1.0,0.0,BATS.XLON,XLON,2022-12-05T00:00:00+0000
19,3379.0,3429.0,3371.5,3408.0,2093235.0,,,3408.0,,,1.0,0.0,BATS.XLON,XLON,2022-12-02T00:00:00+0000
20,3403.5,3424.0,3361.5,3391.0,1968731.0,,,3391.0,,,1.0,0.0,BATS.XLON,XLON,2022-12-01T00:00:00+0000
21,3364.5,3407.0,3355.5,3391.0,5021335.0,,,3391.0,,,1.0,0.0,BATS.XLON,XLON,2022-11-30T00:00:00+0000
22,3368.0,3374.5,3346.0,3350.5,1801309.0,,,3350.5,,,1.0,0.0,BATS.XLON,XLON,2022-11-29T00:00:00+0000
23,3279.0,3367.5,3261.5,3358.0,1760751.0,,,3358.0,,,1.0,0.0,BATS.XLON,XLON,2022-11-28T00:00:00+0000
24,3333.0,3364.5,3330.9983,3355.5,2735213.0,,,3355.5,,,1.0,0.0,BATS.XLON,XLON,2022-11-25T00:00:00+0000
25,3350.5,3354.6599,3325.5,3327.5,1049244.0,,,3327.5,,,1.0,0.0,BATS.XLON,XLON,2022-11-24T00:00:00+0000
26,3351.5,3380.5,3337.0,3353.5,1208793.0,,,3353.5,,,1.0,0.0,BATS.XLON,XLON,2022-11-23T00:00:00+0000
27,3348.0,3352.0,3326.0,3345.5,1590291.0,,,3345.5,,,1.0,0.0,BATS.XLON,XLON,2022-11-22T00:00:00+0000
28,3305.5,3359.5,3295.5,3349.5,1125366.0,,,3349.5,,,1.0,0.0,BATS.XLON,XLON,2022-11-21T00:00:00+0000
29,3305.0,3329.5,3291.0,3311.0,2207516.0,,,3311.0,,,1.0,0.0,BATS.XLON,XLON,2022-11-18T00:00:00+0000
30,3273.5,3297.5,3242.5,3287.0,1548103.0,,,3287.0,,,1.0,0.0,BATS.XLON,XLON,2022-11-17T00:00:00+0000
31,3230.0,3274.0,3230.0,3256.5,2618621.0,,,3256.5,,,1.0,0.0,BATS.XLON,XLON,2022-11-16T00:00:00+0000
