symbol,Unnamed: 0,name,has_intraday,has_eod,acronym
ASPR.XTAE,1984,ASHTROM PROP,False,True,TASE
ISCN.XTAE,1985,ISRAEL CANADA,False,True,TASE
YHNF.XTAE,1986,YOCHANANOF,False,True,TASE
GILT.XTAE,1987,GILAT,False,True,TASE
AZRM.XTAE,1988,AZORIM,False,True,TASE
DLEA.XTAE,1989,DELEK AUTOMOTIV,False,True,TASE
ILDC.XTAE,1990,LAND DEV,False,True,TASE
DELT.XTAE,1991,DELTA,False,True,TASE
MGIC.XTAE,1992,MAGIC,False,True,TASE
DANE.XTAE,1993,DANEL,False,True,TASE
INRM.XTAE,1994,INROM CONST,False,True,TASE
ONE.XTAE,1995,ONE TECHNOLOGI,False,True,TASE
PFLT.XTAE,1996,PENNANTPARK $,False,True,TASE
MDTR.XTAE,1997,MEDITR TOWER,False,True,TASE
AFRE.XTAE,1998,AFRICA RESIDENC,False,True,TASE
MLTM.XTAE,1999,MALAM TEAM,False,True,TASE
IDIN.XTAE,2000,IDI INSUR,False,True,TASE
PLSN.XTAE,2001,PLASSON INDUS,False,True,TASE
ECP.XTAE,2002,ELECTRA CO PR,False,True,TASE
NFTA.XTAE,2003,NAPHTHA,False,True,TASE
CAMT.XTAE,2004,CAMTEK,False,True,TASE
UNON.XTAE,2005,UNION,False,True,TASE
ARD.XTAE,2006,ARAD,False,True,TASE
PRSK.XTAE,2007,PRASHKOVSKY,False,True,TASE
LVPR.XTAE,2008,LEVINSTEIN PROP,False,True,TASE
ALLT.XTAE,2009,ALLOT,False,True,TASE
TASE.XTAE,2010,TASE,False,True,TASE
ELCRE.XTAE,2011,ELECTRA REAL E.,False,True,TASE
DRAL.XTAE,2012,DOR ALON,False,True,TASE
TDRN.XTAE,2013,TADIRAN HOLDING,False,True,TASE
ADGR.XTAE,2014,ADGAR INV.,False,True,TASE
VTNA.XTAE,2015,VITANIA,False,True,TASE
CRSO.XTAE,2016,CARASSO,False,True,TASE
KRUR.XTAE,2017,KERUR,False,True,TASE
MNRT.XTAE,2018,MENIVIM REIT,False,True,TASE
LAPD.XTAE,2019,LAPIDOTH CAP.,False,True,TASE
ELWS.XTAE,2020,ELECTREON,False,True,TASE
FBRT.XTAE,2021,FMS,False,True,TASE
NTML.XTAE,2022,NETO MALINDA,False,True,TASE
DISI.XTAE,2023,DISCOUNT INV,False,True,TASE
IES.XTAE,2024,IES,False,True,TASE
BSEN.XTAE,2025,BET SHEMESH,False,True,TASE
NVLG.XTAE,2026,NOVOLOG,False,True,TASE
ATRY.XTAE,2027,ATREYU CAP,False,True,TASE
BVC.XTAE,2028,BATM,False,True,TASE
ARKO.XTAE,2029,ARKO HOLDINGS,False,True,TASE
HRON.XTAE,2030,HIRON,False,True,TASE
SRAC.XTAE,2031,S.R ACCORD,False,True,TASE
ZUR.XTAE,2032,ZUR,False,True,TASE
HAML.XTAE,2033,HAMLET,False,True,TASE
KMDA.XTAE,2034,KAMADA,False,True,TASE
SCOP.XTAE,2035,SCOPE,False,True,TASE
ISTA.XTAE,2036,ISSTA,False,True,TASE
ILX.XTAE,2037,ILEX MEDICAL,False,True,TASE
MTDS.XTAE,2038,MEITAV DS,False,True,TASE
NAWI.XTAE,2039,NAWI,False,True,TASE
VCTR.XTAE,2040,VICTORY,False,True,TASE
LEVI.XTAE,2041,LEVINSTEIN ENG,False,True,TASE
AFHL.XTAE,2042,AFCON HOLD,False,True,TASE
ITMR.XTAE,2043,ITAMAR,False,True,TASE
RVL.XTAE,2044,RAVAL,False,True,TASE
PEN.XTAE,2045,PENINSULA GROUP,False,True,TASE
MISH.XTAE,2046,MIVTACH SHAMIR,False,True,TASE
HAP.XTAE,2047,HADERA PAPER,False,True,TASE
MGRT.XTAE,2048,MGURIT,False,True,TASE
NTO.XTAE,2049,NETO,False,True,TASE
PERI.XTAE,2050,PERION NETWORK,False,True,TASE
AVGL.XTAE,2051,AVGOL,False,True,TASE
MSFT.XMIL,2052,MICROSOFT CORP,False,True,MIL
AAPL.XMIL,2053,APPLE,False,True,MIL
AMZN.XMIL,2054,AMAZON,False,True,MIL
GOOG.XMIL,2055,ALPHABET CLASSE C,False,True,MIL
GOOGL.XMIL,2056,ALPHABET CLASSE A,False,True,MIL
INTC.XMIL,2058,INTEL,False,True,MIL
LVMH.XMIL,2059,LVMH,False,True,MIL
NVDA.XMIL,2060,NVIDIA CORP,False,True,MIL
NFLX.XMIL,2061,NETFLIX,False,True,MIL
OR.XMIL,2062,L'OREAL,False,True,MIL
SAP.XMIL,2063,SAP,False,True,MIL
TSLA.XMIL,2064,TESLA,False,True,MIL
UNA.XMIL,2065,UNILEVER,False,True,MIL
SANF.XMIL,2067,SANOFI,False,True,MIL
ASML.XMIL,2068,ASML,False,True,MIL
ABI.XMIL,2069,ANHEUSER-BUSCH,False,True,MIL
TOT.XMIL,2070,TOTAL,False,True,MIL
ITX.XMIL,2071,INDITEX,False,True,MIL
GILD.XMIL,2073,GILEAD SCIENCES,False,True,MIL
AIR.XMIL,2074,AIRBUS,False,True,MIL
ALV.XMIL,2075,ALLIANZ,False,True,MIL
ENEL.XMIL,2076,ENEL,False,True,MIL
SIE.XMIL,2077,SIEMENS,False,True,MIL
DTE.XMIL,2078,DEUTSCHE TELEKOM,False,True,MIL
BAY.XMIL,2080,BAYER,False,True,MIL
KER.XMIL,2081,KERING,False,True,MIL
AI.XMIL,2082,AIR LIQUIDE,False,True,MIL
MU.XMIL,2083,MICRON TECHNOLOGY,False,True,MIL
BNP.XMIL,2084,BNP PARIBAS,False,True,MIL
SANT.XMIL,2085,BANCO SANTANDER,False,True,MIL
EL.XMIL,2086,ESSILORLUXOTTICA,False,True,MIL
SU.XMIL,2087,SCHNEIDER ELECTRIC,False,True,MIL
DG.XMIL,2088,VINCI,False,True,MIL
AMD.XMIL,2089,ADVANCED MICRO DEVICES,False,True,MIL
AXA.XMIL,2090,AXA,False,True,MIL
SAF.XMIL,2091,SAFRAN,False,True,MIL
ADS.XMIL,2092,ADIDAS,False,True,MIL
BASF.XMIL,2093,BASF,False,True,MIL
MRK.XMIL,2094,MERCK,False,True,MIL
SPMR.XMIL,2095,SAIPEM RISP CV,False,True,MIL
DNN.XMIL,2096,DANONE,False,True,MIL
ENI.XMIL,2097,ENI,False,True,MIL
DAI.XMIL,2098,DAIMLER,False,True,MIL
BMW.XMIL,2099,BMW,False,True,MIL
ISP.XMIL,2100,INTESA SANPAOLO,False,True,MIL
ENGI.XMIL,2101,ENGIE,False,True,MIL
PHIA.XMIL,2102,PHILIPS,False,True,MIL
MUV2.XMIL,2103,MUNICH RE,False,True,MIL
DPW.XMIL,2104,DEUTSCHE POST,False,True,MIL
INGA.XMIL,2105,ING GROEP,False,True,MIL
ORA.XMIL,2106,ORANGE,False,True,MIL
ACA.XMIL,2107,CREDIT AGRICOLE,False,True,MIL
BBVA.XMIL,2108,BBVA,False,True,MIL
EOAN.XMIL,2109,E.ON,False,True,MIL
VIV.XMIL,2110,VIVENDI,False,True,MIL
TEF.XMIL,2111,TELEFONICA,False,True,MIL
VNA.XMIL,2112,VONOVIA,False,True,MIL
DB1.XMIL,2113,DEUTSCHE BOERSE,False,True,MIL
G.XMIL,2114,GENERALI ASS,False,True,MIL
RACE.XMIL,2115,FERRARI,False,True,MIL
UCG.XMIL,2116,UNICREDIT,False,True,MIL
AD.XMIL,2117,AHOLD DEL,False,True,MIL
FRE.XMIL,2118,FRESENIUS,False,True,MIL
IFX.XMIL,2119,INFINEON TECHNOLOGIES,False,True,MIL
BEI.XMIL,2120,BEIERSDORF,False,True,MIL
STM.XMIL,2121,STMICROELECTRONICS,False,True,MIL
FME.XMIL,2122,FRESENIUS MEDICAL CARE,False,True,MIL
RWE.XMIL,2123,RWE,False,True,MIL
GLE.XMIL,2124,SOCIETE GENERALE,False,True,MIL
NOKIA.XMIL,2125,NOKIA CORPORATION,False,True,MIL
CON.XMIL,2126,CONTINENTAL,False,True,MIL
SGO.XMIL,2127,COMPAGNIE DE SAINT-GOBAIN,False,True,MIL
FCA.XMIL,2128,FIAT CHRYSLER AUTOMOBILES,False,True,MIL
DBK.XMIL,2129,DEUTSCHE BANK,False,True,MIL
ATL.XMIL,2130,ATLANTIA,False,True,MIL
SRG.XMIL,2133,SNAM,False,True,MIL
URW.XMIL,2134,WFD UNIBAIL-RODAMCO,False,True,MIL
EXO.XMIL,2135,EXOR,False,True,MIL
CRR.XMIL,2136,CARREFOUR,False,True,MIL
TRN.XMIL,2137,TERNA,False,True,MIL
PST.XMIL,2138,POSTE ITALIANE,False,True,MIL
CNHI.XMIL,2139,CNH INDUSTRIAL,False,True,MIL
HEI.XMIL,2140,HEIDELBERG CEMENT,False,True,MIL
EVK.XMIL,2141,EVONIK INDUSTRIES,False,True,MIL
TITR.XMIL,2142,TELECOM ITALIA R,False,True,MIL
TIT.XMIL,2143,TELECOM ITALIA,False,True,MIL
TEN.XMIL,2145,TENARIS,False,True,MIL
NEXI.XMIL,2146,NEXI,False,True,MIL
MONC.XMIL,2147,MONCLER,False,True,MIL
CPR.XMIL,2148,CAMPARI,False,True,MIL
CVO.XMIL,2149,COVIVIO,False,True,MIL
AGS.XMIL,2150,AGEAS,False,True,MIL
REC.XMIL,2151,RECORDATI ORD,False,True,MIL
RNO.XMIL,2152,RENAULT,False,True,MIL
MB.XMIL,2153,MEDIOBANCA,False,True,MIL
CBK.XMIL,2154,COMMERZBANK,False,True,MIL
AGN.XMIL,2155,AEGON,False,True,MIL
US.XMIL,2156,UNIPOLSAI,False,True,MIL
HER.XMIL,2157,HERA,False,True,MIL
DIA.XMIL,2158,DIASORIN,False,True,MIL
INW.XMIL,2159,INWIT,False,True,MIL
FBK.XMIL,2160,FINECOBANK,False,True,MIL
AMP.XMIL,2161,AMPLIFON,False,True,MIL
SALR.XMIL,2162,SALINI IMPREGILO RSP,False,True,MIL
PRY.XMIL,2163,PRYSMIAN,False,True,MIL
BMED.XMIL,2164,BANCA MEDIOLANUM,False,True,MIL
TKA.XMIL,2165,THYSSENKRUPP,False,True,MIL
LHA.XMIL,2166,DEUTSCHE LUFTHANSA,False,True,MIL
LDO.XMIL,2167,LEONARDO,False,True,MIL
A2A.XMIL,2168,A2A,False,True,MIL
IG.XMIL,2169,ITALGAS,False,True,MIL
PIRC.XMIL,2170,PIRELLI & C,False,True,MIL
ACE.XMIL,2171,ACEA,False,True,MIL
UBI.XMIL,2172,UBI BANCA,False,True,MIL
BZU.XMIL,2173,BUZZI UNICEM,False,True,MIL
IRE.XMIL,2174,IREN,False,True,MIL
SPM.XMIL,2175,SAIPEM,False,True,MIL
BGN.XMIL,2176,BANCA GENERALI,False,True,MIL
UNI.XMIL,2177,UNIPOL,False,True,MIL
ERG.XMIL,2178,ERG,False,True,MIL
AT.XMIL,2180,ASTM,False,True,MIL
IP.XMIL,2181,INTERPUMP GROUP,False,True,MIL
BAMI.XMIL,2182,BANCO BPM,False,True,MIL
ENAV.XMIL,2183,ENAV,False,True,MIL
BRE.XMIL,2184,BREMBO,False,True,MIL
AF.XMIL,2185,AIR FRANCE-KLM,False,True,MIL
AZM.XMIL,2186,AZIMUT,False,True,MIL
PSM.XMIL,2187,PROSIEBENSAT1 MEDIA,False,True,MIL
REY.XMIL,2188,REPLY,False,True,MIL
IMA.XMIL,2189,I.M.A,False,True,MIL
BZUR.XMIL,2190,BUZZI UNICEM RNC,False,True,MIL
MS.XMIL,2191,MEDIASET S.P.A,False,True,MIL
DLG.XMIL,2192,DE'LONGHI,False,True,MIL
SFER.XMIL,2193,SALVATORE FERRAGAMO,False,True,MIL
BC.XMIL,2194,BRUNELLO CUCINELLI,False,True,MIL
BMPS.XMIL,2195,BCA MPS,False,True,MIL
TGYM.XMIL,2196,TECHNOGYM,False,True,MIL
BPE.XMIL,2197,BPER BANCA,False,True,MIL
AGL.XMIL,2198,AUTOGRILL SPA,False,True,MIL
CERV.XMIL,2199,CERVED GROUP,False,True,MIL
FKR.XMIL,2200,FALCK RENEWABLES,False,True,MIL
CE.XMIL,2201,CREDEM,False,True,MIL
7203.XTKS,2202,TOYOTA MOTOR CORP,False,True,TSE
9984.XTKS,2204,SOFTBANK GROUP CORP,False,True,TSE
9437.XTKS,2205,NTT DOCOMO INC,False,True,TSE
9432.XTKS,2206,NIPPON TEL & TEL CORP,False,True,TSE
6758.XTKS,2207,SONY CORP,False,True,TSE
6861.XTKS,2208,KEYENCE CORP,False,True,TSE
9433.XTKS,2209,KDDI CORPORATION,False,True,TSE
9434.XTKS,2210,SOFTBANK CORP.,False,True,TSE
8306.XTKS,2212,MITSUBISHI UFJ FINANCIAL GROUP INC,False,True,TSE
6098.XTKS,2213,RECRUIT HOLDINGS CO LTD,False,True,TSE
4519.XTKS,2214,CHUGAI PHARMACEUTICAL CO,False,True,TSE
4502.XTKS,2215,TAKEDA PHARMACEUTICAL CO LTD,False,True,TSE
9983.XTKS,2219,FAST RETAILING CO LTD,False,True,TSE
4063.XTKS,2221,SHIN-ETSU CHEMICAL CO,False,True,TSE
7267.XTKS,2222,HONDA MOTOR CO,False,True,TSE
8316.XTKS,2223,SUMITOMO MITSUI FINANCIAL GROUP INC,False,True,TSE
4568.XTKS,2225,DAIICHI SANKYO COMPANY LIMITED,False,True,TSE
7974.XTKS,2226,NINTENDO CO LTD,False,True,TSE
6367.XTKS,2227,DAIKIN INDUSTRIES,False,True,TSE
4661.XTKS,2228,ORIENTAL LAND CO,False,True,TSE
8058.XTKS,2230,MITSUBISHI CORP,False,True,TSE
8766.XTKS,2231,TOKIO MARINE HOLDINGS INC,False,True,TSE
6594.XTKS,2232,NIDEC CORPORATION,False,True,TSE
2914.XTKS,2233,JAPAN TOBACCO INC,False,True,TSE
4452.XTKS,2234,KAO CORP,False,True,TSE
6178.XTKS,2235,JAPAN POST HLDGS CO LTD,False,True,TSE
6981.XTKS,2236,MURATA MANUFACTURING CO,False,True,TSE
8411.XTKS,2237,MIZUHO FINANCIAL GROUP,False,True,TSE
7741.XTKS,2238,HOYA CORP,False,True,TSE
8001.XTKS,2239,ITOCHU CORP,False,True,TSE
9022.XTKS,2240,CENTRAL JAPAN RAILWAY CO,False,True,TSE
7182.XTKS,2242,JAPAN POST BANK CO LTD,False,True,TSE
6501.XTKS,2243,HITACHI,False,True,TSE
6954.XTKS,2245,FANUC CORPORATION,False,True,TSE
8035.XTKS,2246,TOKYO ELECTRON,False,True,TSE
3382.XTKS,2247,SEVEN & I HOLDINGS CO LTD,False,True,TSE
6902.XTKS,2248,DENSO CORP,False,True,TSE
4503.XTKS,2250,ASTELLAS PHARMA,False,True,TSE
9020.XTKS,2251,EAST JAPAN RAILWAY CO,False,True,TSE
8031.XTKS,2253,MITSUI & CO,False,True,TSE
7751.XTKS,2255,CANON INC,False,True,TSE
6503.XTKS,2259,MITSUBISHI ELECTRIC CORP,False,True,TSE
6273.XTKS,2260,SMC CORP,False,True,TSE
4543.XTKS,2261,TERUMO CORP,False,True,TSE
7733.XTKS,2262,OLYMPUS CORPORATION,False,True,TSE
4911.XTKS,2263,SHISEIDO COMPANY LIMITED,False,True,TSE
8802.XTKS,2264,MITSUBISHI ESTATE CO,False,True,TSE
8801.XTKS,2265,MITSUI FUDOSAN,False,True,TSE
6971.XTKS,2266,KYOCERA CORP,False,True,TSE
6752.XTKS,2268,PANASONIC CORP,False,True,TSE
5108.XTKS,2269,BRIDGESTONE CORP,False,True,TSE
6702.XTKS,2273,FUJITSU,False,True,TSE
4523.XTKS,2274,EISAI CO,False,True,TSE
8591.XTKS,2275,ORIX CORPORATION,False,True,TSE
4578.XTKS,2276,OTSUKA HLDGS CO LTD,False,True,TSE
4901.XTKS,2277,FUJIFILM HOLDINGS CORPORATION,False,True,TSE
8113.XTKS,2278,UNICHARM CORP,False,True,TSE
7269.XTKS,2279,SUZUKI MOTOR CORP,False,True,TSE
6301.XTKS,2280,KOMATSU,False,True,TSE
2413.XTKS,2281,M3 INC,False,True,TSE
7270.XTKS,2282,SUBARU CORPORATION,False,True,TSE
1925.XTKS,2283,DAIWA HOUSE INDUSTRY CO,False,True,TSE
4689.XTKS,2284,Z HOLDINGS CORPORATION,False,True,TSE
8725.XTKS,2285,MS&AD INS GP HLDGS,False,True,TSE
8053.XTKS,2288,SUMITOMO CORP,False,True,TSE
2502.XTKS,2289,ASAHI GROUP HLDGS,False,True,TSE
9735.XTKS,2290,SECOM CO,False,True,TSE
6326.XTKS,2291,KUBOTA CORP,False,True,TSE
2503.XTKS,2293,KIRIN HOLDINGS COMPANY LIMITED,False,True,TSE
9613.XTKS,2294,NTT DATA CORP,False,True,TSE
7201.XTKS,2295,NISSAN MOTOR CO,False,True,TSE
4507.XTKS,2296,SHIONOGI & CO,False,True,TSE
6201.XTKS,2298,TOYOTA INDUSTRIES CORP,False,True,TSE
8267.XTKS,2299,AEON CO LTD,False,True,TSE
9843.XTKS,2300,NITORI HOLDINGS CO LTD,False,True,TSE
8750.XTKS,2302,DAI-ICHI LIFE HOLDINGS INC,False,True,TSE
8830.XTKS,2303,SUMITOMO REALTY & DEVELOPMENT CO,False,True,TSE
4612.XTKS,2304,NIPPON PAINT HOLDINGS CO LTD,False,True,TSE
8604.XTKS,2306,NOMURA HOLDINGS INC.,False,True,TSE
3659.XTKS,2307,NEXON CO LTD,False,True,TSE
9021.XTKS,2308,WEST JAPAN RAILWAY CO,False,True,TSE
1928.XTKS,2311,SEKISUI HOUSE,False,True,TSE
6869.XTKS,2312,SYSMEX CORP,False,True,TSE
8630.XTKS,2313,SOMPO HOLDINGS INC,False,True,TSE
4307.XTKS,2314,NOMURA RESEARCH INSTITUTE,False,True,TSE
4151.XTKS,2315,KYOWA KIRIN CO LTD,False,True,TSE
7309.XTKS,2316,SHIMANO INC,False,True,TSE
5020.XTKS,2317,JXTG HOLDINGS INC,False,True,TSE
8309.XTKS,2319,SUMITOMO MITSUI TRUST HOLDINGS INC,False,True,TSE
6502.XTKS,2321,TOSHIBA CORP,False,True,TSE
1605.XTKS,2323,INPEX CORPORATION,False,True,TSE
6762.XTKS,2324,TDK CORP,False,True,TSE
2587.XTKS,2325,SUNTORY BEVERAGE & FOOD LIMITED,False,True,TSE
3938.XTKS,2326,LINE CORP,False,True,TSE
7832.XTKS,2327,BANDAI NAMCO HOLDINGS INC,False,True,TSE
8002.XTKS,2329,MARUBENI CORP,False,True,TSE
3407.XTKS,2330,ASAHI KASEI CORP,False,True,TSE
8028.XTKS,2331,FAMILYMART CO LTD,False,True,TSE
6645.XTKS,2332,OMRON CORP,False,True,TSE
4755.XTKS,2333,RAKUTEN INC,False,True,TSE
4684.XTKS,2334,OBIC CO LTD,False,True,TSE
6723.XTKS,2335,RENESAS ELECTRONICS CORP,False,True,TSE
7532.XTKS,2336,PAN PACIFIC INTL HLDGS CORP,False,True,TSE
8951.XTKS,2337,NIPPON BUILDING FUND INC,False,True,TSE
8015.XTKS,2338,TOYOTA TSUSHO CORP,False,True,TSE
7011.XTKS,2341,MITSUBISHI HEAVY INDUSTRIES,False,True,TSE
4528.XTKS,2343,ONO PHARMACEUTICAL CO,False,True,TSE
6701.XTKS,2344,NEC CORP,False,True,TSE
5401.XTKS,2348,NIPPON STEEL CORPORATION,False,True,TSE
8036.XTKS,2349,HITACHI HIGH-TECH CORPORATION,False,True,TSE
4716.XTKS,2350,ORACLE CORP JAPAN,False,True,TSE
9502.XTKS,2351,CHUBU ELECTRIC POWER CO INC,False,True,TSE
MAYBANK.XKLS,2395,MALAYAN BANKING BHD,False,True,MYX
TENAGA.XKLS,2396,TENAGA NASIONAL BHD,False,True,MYX
PBBANK.XKLS,2397,PUBLIC BANK BHD,False,True,MYX
IHH.XKLS,2398,IHH HEALTHCARE BERHAD,False,True,MYX
CIMB.XKLS,2399,CIMB GROUP HOLDINGS BERHAD,False,True,MYX
MAXIS.XKLS,2400,MAXIS BERHAD,False,True,MYX
PCHEM.XKLS,2401,PETRONAS CHEMICALS GROUP BHD,False,True,MYX
AXIATA.XKLS,2402,AXIATA GROUP BERHAD,False,True,MYX
NESTLE.XKLS,2403,NESTLE (M) BHD,False,True,MYX
MISC.XKLS,2404,MISC BHD,False,True,MYX
PETGAS.XKLS,2405,PETRONAS GAS BHD,False,True,MYX
SIMEPLT.XKLS,2406,SIME DARBY PLANTATION BERHAD,False,True,MYX
DIGI.XKLS,2407,DIGI.COM BHD,False,True,MYX
HLBANK.XKLS,2408,HONG LEONG BANK BHD,False,True,MYX
IOICORP.XKLS,2409,IOI CORPORATION BHD,False,True,MYX
PPB.XKLS,2410,PPB GROUP BHD,False,True,MYX
KLK.XKLS,2411,KUALA LUMPUR KEPONG BHD,False,True,MYX
HAPSENG.XKLS,2412,HAP SENG CONSOLIDATED BHD,False,True,MYX
RHBBANK.XKLS,2413,RHB BANK BERHAD,False,True,MYX
PETDAG.XKLS,2414,PETRONAS DAGANGAN BHD,False,True,MYX
HARTA.XKLS,2415,HARTALEGA HOLDINGS BHD,False,True,MYX
PMETAL.XKLS,2416,PRESS METAL ALUMINIUM HOLDINGS BERHAD,False,True,MYX
GENTING.XKLS,2417,GENTING BHD,False,True,MYX
DIALOG.XKLS,2418,DIALOG GROUP BHD,False,True,MYX
HLFG.XKLS,2419,HONG LEONG FINANCIAL GROUP BHD,False,True,MYX
GENM.XKLS,2420,GENTING MALAYSIA BERHAD,False,True,MYX
TOPGLOV.XKLS,2421,TOP GLOVE CORPORATION BHD,False,True,MYX
TM.XKLS,2422,TELEKOM MALAYSIA BHD,False,True,MYX
SIME.XKLS,2423,SIME DARBY BHD,False,True,MYX
QL.XKLS,2424,QL RESOURCES BHD,False,True,MYX
WPRTS.XKLS,2426,WESTPORTS HOLDINGS BERHAD,False,True,MYX
AMBANK.XKLS,2427,AMMB HOLDINGS BHD,False,True,MYX
AIRPORT.XKLS,2428,MALAYSIA AIRPORTS HOLDINGS BHD,False,True,MYX
YTL.XKLS,2429,YTL CORPORATION BHD,False,True,MYX
GENP.XKLS,2430,GENTING PLANTATIONS BERHAD,False,True,MYX
CARLSBG.XKLS,2431,CARLSBERG BREWERY MALAYSIA BHD,False,True,MYX
GAMUDA.XKLS,2433,GAMUDA BHD,False,True,MYX
YINSON.XKLS,2434,YINSON HOLDINGS BHD,False,True,MYX
HEIM.XKLS,2435,HEINEKEN MALAYSIA BERHAD,False,True,MYX
IGBREIT.XKLS,2436,IGB REAL ESTATE INV TRUST,False,True,MYX
IJM.XKLS,2437,IJM CORPORATION BHD,False,True,MYX
SERBADK.XKLS,2438,SERBA DINAMIK HOLDINGS BERHAD,False,True,MYX
BIMB.XKLS,2439,BIMB HOLDINGS BHD,False,True,MYX
BKAWAN.XKLS,2440,BATU KAWAN BHD,False,True,MYX
KOSSAN.XKLS,2441,KOSSAN RUBBER INDUSTRIES BHD,False,True,MYX
ASTRO.XKLS,2442,ASTRO MALAYSIA HOLDINGS BERHAD,False,True,MYX
LPI.XKLS,2443,LPI CAPITAL BHD,False,True,MYX
TIMECOM.XKLS,2444,TIME DOTCOM BHD,False,True,MYX
SUNREIT.XKLS,2445,SUNWAY REAL ESTATE INVT TRUST,False,True,MYX
UTDPLT.XKLS,2446,UNITED PLANTATIONS BHD,False,True,MYX
IOIPG.XKLS,2447,IOI PROPERTIES GROUP BERHAD,False,True,MYX
PAVREIT.XKLS,2448,PAVILION REAL ESTATE INV TRUST,False,True,MYX
YTLPOWR.XKLS,2449,YTL POWER INTERNATIONAL BHD,False,True,MYX
SIMEPROP.XKLS,2450,SIME DARBY PROPERTY BERHAD,False,True,MYX
MBSB.XKLS,2451,MALAYSIA BUILDING SOCIETY BHD,False,True,MYX
SPSETIA.XKLS,2452,SP SETIA BHD,False,True,MYX
INARI.XKLS,2453,INARI AMERTRON BERHAD,False,True,MYX
SCIENTX.XKLS,2454,SCIENTEX BERHAD,False,True,MYX
BURSA.XKLS,2455,BURSA MALAYSIA BHD,False,True,MYX
FGV.XKLS,2457,FGV HOLDINGS BERHAD,False,True,MYX
MYEG.XKLS,2458,MY E.G. SERVICES BHD,False,True,MYX
KPJ.XKLS,2459,KPJ HEALTHCARE BHD,False,True,MYX
DRBHCOM.XKLS,2460,DRB-HICOM BHD,False,True,MYX
VITROX.XKLS,2461,VITROX CORPORATION BHD,False,True,MYX
TAKAFUL.XKLS,2463,SYARIKAT TAKAFUL MALAYSIA KELUARGA BERHAD,False,True,MYX
UOADEV.XKLS,2464,UOA DEVELOPMENT BERHAD,False,True,MYX
UMW.XKLS,2465,UMW HOLDINGS BHD,False,True,MYX
GASMSIA.XKLS,2466,GAS MALAYSIA BERHAD,False,True,MYX
AEONCR.XKLS,2467,AEON CREDIT SERVICE (M) BHD,False,True,MYX
BAT.XKLS,2469,BRITISH AMERICAN TOBACCO (M),False,True,MYX
ABMB.XKLS,2471,ALLIANCE BANK MALAYSIA BERHAD,False,True,MYX
MAGNUM.XKLS,2473,MAGNUM BERHAD,False,True,MYX
BJTOTO.XKLS,2474,BERJAYA SPORTS TOTO BHD,False,True,MYX
HLIND.XKLS,2476,HONG LEONG INDUSTRIES BHD,False,True,MYX
AXREIT.XKLS,2477,AXIS REITS,False,True,MYX
DLADY.XKLS,2479,DUTCH LADY MILK INDUSTRIES BHD,False,True,MYX
GCB.XKLS,2480,GUAN CHONG BHD,False,True,MYX
ALLIANZ.XKLS,2481,ALLIANZ MALAYSIA BHD,False,True,MYX
MMCCORP.XKLS,2482,MMC CORPORATION BHD,False,True,MYX
UEMS.XKLS,2483,UEM SUNRISE BERHAD,False,True,MYX
MRCB.XKLS,2484,MALAYSIAN RESOURCES CORPORATION BERHAD,False,True,MYX
SAPNRG.XKLS,2485,SAPURA ENERGY BERHAD,False,True,MYX
LHI.XKLS,2486,LEONG HUP INTERNATIONAL BERHAD,False,True,MYX
FRONTKN.XKLS,2488,FRONTKEN CORPORATION BHD,False,True,MYX
LITRAK.XKLS,2489,LINGKARAN TRANS KOTA HOLDINGS,False,True,MYX
YTLREIT.XKLS,2490,YTL HOSPITALITY REIT,False,True,MYX
DAYANG.XKLS,2492,DAYANG ENTERPRISE HOLDINGS BHD,False,True,MYX
VS.XKLS,2493,V.S INDUSTRY BHD,False,True,MYX
CMSB.XKLS,2494,CAHYA MATA SARAWAK BHD,False,True,MYX
PENTA.XKLS,2495,PENTAMASTER CORPORATION BHD,False,True,MYX
VELESTO.XKLS,2496,VELESTO ENERGY BERHAD,False,True,MYX
MFCB.XKLS,2498,MEGA FIRST CORPORATION BHD,False,True,MYX
SUPERMX.XKLS,2500,SUPERMAX CORPORATION BHD,False,True,MYX
MPI.XKLS,2502,MALAYSIAN PACIFIC INDUSTRIES,False,True,MYX
EDGENTA.XKLS,2503,UEM EDGENTA BERHAD,False,True,MYX
BAUTO.XKLS,2504,BERMAZ AUTO BERHAD,False,True,MYX
BIPORT.XKLS,2505,BINTULU PORT HOLDINGS BHD,False,True,MYX
PADINI.XKLS,2506,PADINI HOLDINGS BHD,False,True,MYX
PANAMY.XKLS,2507,PANASONIC MANUFACTURING MSIA,False,True,MYX
CMMT.XKLS,2508,CAPITALAND MALAYSIA MALL TRUST,False,True,MYX
OSK.XKLS,2509,OSK HOLDINGS BHD,False,True,MYX
ECOWLD.XKLS,2510,ECO WORLD DEVELOPMENT GROUP BERHAD,False,True,MYX
AEON.XKLS,2512,AEON CO. (M) BHD,False,True,MYX
SOP.XKLS,2513,SARAWAK OIL PALMS BHD,False,True,MYX
ARMADA.XKLS,2514,BUMI ARMADA BERHAD,False,True,MYX
SEM.XKLS,2516,7-ELEVEN MALAYSIA HOLDINGS BERHAD,False,True,MYX
EKOVEST.XKLS,2519,EKOVEST BHD,False,True,MYX
TSH.XKLS,2521,TSH RESOURCES BHD,False,True,MYX
