symbol,Unnamed: 0,name,has_intraday,has_eod,acronym
KERVT.XIST,4823,KEREVITAS GIDA,False,True,BIST
HEKTS.XIST,4824,HEKTAS,False,True,BIST
AKSEN.XIST,4825,AKSA ENERJI,False,True,BIST
ISFIN.XIST,4826,IS FIN.KIR.,False,True,BIST
EGEEN.XIST,4827,EGE ENDUSTRI,False,True,BIST
GSRAY.XIST,4828,GALATASARAY SPORTIF,False,True,BIST
YGGYO.XIST,4829,YENI GIMAT GMYO,False,True,BIST
CLEBI.XIST,4830,CELEBI,False,True,BIST
POLHO.XIST,4831,POLISAN HOLDING,False,True,BIST
AKGRT.XIST,4832,AKSIGORTA,False,True,BIST
DOAS.XIST,4833,DOGUS OTOMOTIV,False,True,BIST
BANVT.XIST,4834,BANVIT,False,True,BIST
RYGYO.XIST,4835,REYSAS GMYO,False,True,BIST
DEVA.XIST,4836,DEVA HOLDING,False,True,BIST
DGGYO.XIST,4837,DOGUS GMYO,False,True,BIST
LOGO.XIST,4838,LOGO YAZILIM,False,True,BIST
ALBRK.XIST,4839,ALBARAKA TURK,False,True,BIST
AKCNS.XIST,4840,AKCANSA,False,True,BIST
AKSGY.XIST,4841,AKIS GMYO,False,True,BIST
BRYAT.XIST,4842,BORUSAN YAT. PAZ.,False,True,BIST
ISMEN.XIST,4843,IS Y. MEN. DEG.,False,True,BIST
ISGYO.XIST,4844,IS GMYO,False,True,BIST
KARSN.XIST,4845,KARSAN OTOMOTIV,False,True,BIST
NUHCM.XIST,4846,NUH CIMENTO,False,True,BIST
GOZDE.XIST,4847,GOZDE GIRISIM,False,True,BIST
TSPOR.XIST,4848,TRABZONSPOR SPORTIF,False,True,BIST
BRSAN.XIST,4849,BORUSAN MANNESMANN,False,True,BIST
VERUS.XIST,4850,VERUSA HOLDING,False,True,BIST
SKBNK.XIST,4851,SEKERBANK,False,True,BIST
GUSGR.XIST,4852,GUNES SIGORTA,False,True,BIST
HLGYO.XIST,4853,HALK GMYO,False,True,BIST
ECZYT.XIST,4854,ECZACIBASI YATIRIM,False,True,BIST
ODAS.XIST,4855,ODAS ELEKTRIK,False,True,BIST
CIMSA.XIST,4856,CIMSA CIMENTO,False,True,BIST
ALKIM.XIST,4857,ALKIM KIMYA,False,True,BIST
KONYA.XIST,4858,KONYA CIMENTO,False,True,BIST
TIRE.XIST,4859,MONDI TIRE KUTSAN,False,True,BIST
GOODY.XIST,4860,GOOD-YEAR,False,True,BIST
CMENT.XIST,4861,CIMENTAS,False,True,BIST
FENER.XIST,4862,FENERBAHCE FUTBOL,False,True,BIST
IHEVA.XIST,4863,IHLAS EV ALETLERI,False,True,BIST
YATAS.XIST,4865,YATAS YATAK VE YORGAN,False,True,BIST
OLMIP.XIST,4866,OLMUKSAN-IP,False,True,BIST
KARTN.XIST,4867,KARTONSAN,False,True,BIST
SNGYO.XIST,4868,SINPAS GMYO,False,True,BIST
PARSN.XIST,4869,PARSAN,False,True,BIST
SARKY.XIST,4870,SARKUYSAN,False,True,BIST
EGPRO.XIST,4871,EGE PROFIL,False,True,BIST
OZKGY.XIST,4872,OZAK GMYO,False,True,BIST
HALKS.XIST,4873,HALK SIGORTA,False,True,BIST
GLYHO.XIST,4874,GLOBAL YAT. HOLDING,False,True,BIST
AKMGY.XIST,4875,AKMERKEZ GMYO,False,True,BIST
RYSAS.XIST,4876,REYSAS LOJISTIK,False,True,BIST
GEDIK.XIST,4877,GEDIK Y. MEN. DEG.,False,True,BIST
NETAS.XIST,4878,NETAS TELEKOM.,False,True,BIST
VAKKO.XIST,4879,VAKKO TEKSTIL,False,True,BIST
ALGYO.XIST,4880,ALARKO GMYO,False,True,BIST
AYEN.XIST,4881,AYEN ENERJI,False,True,BIST
TATGD.XIST,4882,TAT GIDA,False,True,BIST
ASUZU.XIST,4883,ANADOLU ISUZU,False,True,BIST
TRCAS.XIST,4884,TURCAS PETROL,False,True,BIST
PRKAB.XIST,4886,TURK PRYSMIAN KABLO,False,True,BIST
KAREL.XIST,4887,KAREL ELEKTRONIK,False,True,BIST
HUBVC.XIST,4888,HUB GIRISIM,False,True,BIST
AKENR.XIST,4889,AK ENERJI,False,True,BIST
BC94.XLON,4942,SAMSUNG ELECTRONICS CO LTD (ATT) GDR (EACH REP 25 ,False,True,LSE
TYT.XLON,4943,TOYOTA MOTOR CORPORATION Y50,False,True,LSE
RDSA.XLON,4944,ROYAL DUTCH SHELL PLC 'A' ORD EUR0.07,False,True,LSE
RDSB.XLON,4945,ROYAL DUTCH SHELL PLC 'B' ORD EUR0.07,False,True,LSE
BOE.XLON,4946,BOEING CO. COM STK USD5 (CDI),False,True,LSE
ULVR.XLON,4947,UNILEVER PLC ORD 3 1/9P,False,True,LSE
HSBA.XLON,4948,HSBC HOLDINGS PLC ORD $0.50 (UK REG),False,True,LSE
IBM.XLON,4949,INTERNATIONAL BUSINESS MACHINES CORPORATION COM ST,False,True,LSE
AZN.XLON,4950,ASTRAZENECA PLC ORD SHS $0.25,False,True,LSE
HON.XLON,4951,HONEYWELL INTERNATIONAL INCORPORATED COM STK USD1,False,True,LSE
TTA.XLON,4952,TOTAL S.A. TOTAL ORD SHS,False,True,LSE
BP.XLON,4953,BP PLC $0.25,False,True,LSE
GSK.XLON,4954,GLAXOSMITHKLINE PLC ORD 25P,False,True,LSE
GEC.XLON,4955,GENERAL ELECTRIC COMPANY COM STK USD0.06 (CDI),False,True,LSE
BHP.XLON,4956,BHP GROUP PLC ORD $0.50,False,True,LSE
BATS.XLON,4957,BRITISH AMERICAN TOBACCO PLC ORD 25P,False,True,LSE
DGED.XLON,4958,DIAGEO PLC ADR (4:1),False,True,LSE
DGE.XLON,4959,DIAGEO PLC ORD 28 101/108P,False,True,LSE
RIO.XLON,4960,RIO TINTO PLC ORD 10P,False,True,LSE
BNC.XLON,4961,BANCO SANTANDER S.A. ORD EUR0.50 (CDI),False,True,LSE
MHM.XLON,4962,MARSH & MCLENNAN COS. INC COM US$1,False,True,LSE
LKOH.XLON,4963,PJSC LUKOIL ORD RUB0.025,False,True,LSE
RB.XLON,4964,RECKITT BENCKISER GROUP PLC ORD 10P,False,True,LSE
REL.XLON,4965,RELX PLC ORD 14 51/116P,False,True,LSE
VOD.XLON,4966,VODAFONE GROUP PLC ORD USD0.20 20/21,False,True,LSE
NG.XLON,4967,NATIONAL GRID PLC ORD 12 204/473P,False,True,LSE
LLOY.XLON,4968,LLOYDS BANKING GROUP PLC ORD 10P,False,True,LSE
PRU.XLON,4969,PRUDENTIAL PLC ORD 5P,False,True,LSE
SCL.XLON,4970,SCHLUMBERGER LD COM STK US$0.01,False,True,LSE
LSE.XLON,4971,LONDON STOCK EXCHANGE GROUP PLC ORD SHS 6 79/86P,False,True,LSE
CPG.XLON,4972,COMPASS GROUP PLC ORD 11 1/20P,False,True,LSE
GLEN.XLON,4973,GLENCORE PLC ORD USD0.01,False,True,LSE
BVA.XLON,4974,BANCO BILBAO VIZCAYA ARGENTARIA S.A. ORD EUR0.49,False,True,LSE
BARC.XLON,4975,BARCLAYS PLC ORD 25P,False,True,LSE
EXPN.XLON,4976,EXPERIAN PLC ORD USD0.10,False,True,LSE
AAL.XLON,4977,ANGLO AMERICAN PLC ORD USD0.54945,False,True,LSE
TSCO.XLON,4978,TESCO PLC ORD 5P,False,True,LSE
MEL.XLON,4979,MITSUBISHI ELECTRIC CORPORATION COM STK Y50,False,True,LSE
CRH.XLON,4980,CRH PLC ORD EUR 0.32,False,True,LSE
RBS.XLON,4981,ROYAL BANK OF SCOTLAND GROUP PLC ORD 100P,False,True,LSE
BA.XLON,4982,BAE SYSTEMS PLC ORD 2.5P,False,True,LSE
CCEP.XLON,4983,COCA-COLA EUROPEAN PARTNERS PLC ORD EUR0.01 (DI),False,True,LSE
ABF.XLON,4984,ASSOCIATED BRITISH FOODS PLC ORD 5 15/22P,False,True,LSE
KYGA.XLON,4985,KERRY GROUP PLC 'A'ORD EUR0.125,False,True,LSE
STAN.XLON,4986,STANDARD CHARTERED PLC ORD USD0.50,False,True,LSE
CCL.XLON,4987,CARNIVAL PLC ORD USD 1.66,False,True,LSE
SSE.XLON,4988,SSE PLC ORD 50P,False,True,LSE
SN.XLON,4989,SMITH & NEPHEW PLC ORD USD0.20,False,True,LSE
FERG.XLON,4990,FERGUSON PLC ORD 10P,False,True,LSE
LGEN.XLON,4991,LEGAL & GENERAL GROUP PLC ORD 2 1/2P,False,True,LSE
COD.XLON,4992,COMPAGNIE DE SAINT-GOBAIN COMPAGNIE DE ST-GOBAIN O,False,True,LSE
IMB.XLON,4993,IMPERIAL BRANDS PLC ORD 10P,False,True,LSE
BT.A.XLON,4994,BT GROUP PLC ORD 5P,False,True,LSE
AV.XLON,4995,AVIVA PLC ORD 25P,False,True,LSE
PLZA.XLON,4996,PUBLIC JOINT STOCK COMPANY POLYUS GDR (EACH REPR 0,False,True,LSE
JAR.XLON,4997,JARDINE MATHESON HOLDINGS LD ORD US$0.25(SINGAPORE,False,True,LSE
JDS.XLON,4998,JARDINE STRATEGIC HOLDINGS LD ORD US$0.05(SINGAPOR,False,True,LSE
RR.XLON,4999,ROLLS-ROYCE HOLDINGS PLC ORD SHS 20P,False,True,LSE
RYA.XLON,5000,RYANAIR HOLDINGS PLC ORD EUR0.006,False,True,LSE
AHT.XLON,5001,ASHTEAD GROUP PLC ORD 10P,False,True,LSE
MRO.XLON,5002,MELROSE INDUSTRIES PLC ORDS 48/7P,False,True,LSE
JET.XLON,5003,JUST EAT TAKEAWAY.COM N.V. ORD EUR0.04 (CDI),False,True,LSE
III.XLON,5004,3I GROUP PLC ORD 73 19/22P,False,True,LSE
RTO.XLON,5005,RENTOKIL INITIAL PLC ORD 1P,False,True,LSE
KGP.XLON,5006,KINGSPAN GROUP PLC ORD EUR0.13,False,True,LSE
CCH.XLON,5007,COCA-COLA HBC AG ORD CHF6.70 (CDI),False,True,LSE
SGRO.XLON,5008,SEGRO PLC ORD 10P,False,True,LSE
WPP.XLON,5009,WPP PLC ORD 10P,False,True,LSE
PSN.XLON,5010,PERSIMMON PLC ORD 10P,False,True,LSE
HKLB.XLON,5011,HONG KONG LAND HOLDINGS LD ORD US$0.10(BERMUDA REG,False,True,LSE
IAG.XLON,5012,INTERNATIONAL CONSOLIDATED AIRLINES GROUP S.A. ORD,False,True,LSE
ITRK.XLON,5013,INTERTEK GROUP PLC ORD 1P,False,True,LSE
SMT.XLON,5014,SCOTTISH MORTGAGE INVESTMENT TRUST PLC ORD 5P,False,True,LSE
INF.XLON,5015,INFORMA PLC ORD 0.1P,False,True,LSE
OCDO.XLON,5016,OCADO GROUP PLC ORD 2P,False,True,LSE
IHG.XLON,5017,INTERCONTINENTAL HOTELS GROUP PLC ORD 20 340/399P,False,True,LSE
SDR.XLON,5018,SCHRODERS PLC VTG SHS £1,False,True,LSE
NXT.XLON,5019,NEXT PLC ORD 10P,False,True,LSE
ANTO.XLON,5020,ANTOFAGASTA PLC ORD 5P,False,True,LSE
MNDI.XLON,5021,MONDI PLC ORD EUR 0.20,False,True,LSE
BDEV.XLON,5022,BARRATT DEVELOPMENTS PLC ORD 10P,False,True,LSE
SGE.XLON,5023,SAGE GROUP PLC ORD 1 4/77P,False,True,LSE
HLMA.XLON,5024,HALMA PLC ORD 10P,False,True,LSE
HL.XLON,5025,HARGREAVES LANSDOWN PLC ORD 0.4P,False,True,LSE
AVV.XLON,5026,AVEVA GROUP PLC ORD 3 5/9P,False,True,LSE
SLA.XLON,5027,STANDARD LIFE ABERDEEN PLC ORD 13 61/63P,False,True,LSE
JD.XLON,5028,JD SPORTS FASHION PLC ORD 0.25P,False,True,LSE
BRBY.XLON,5029,BURBERRY GROUP PLC ORD 0.05P,False,True,LSE
FLTR.XLON,5030,FLUTTER ENTERTAINMENT PLC ORD EUR0.09,False,True,LSE
TW.XLON,5031,TAYLOR WIMPEY PLC ORD 1P,False,True,LSE
UU.XLON,5032,UNITED UTILITIES GROUP PLC ORD 5P,False,True,LSE
BNZL.XLON,5033,BUNZL PLC ORD 32 1/7P,False,True,LSE
SPX.XLON,5034,SPIRAX-SARCO ENGINEERING PLC ORD 26 12/13P,False,True,LSE
ADM.XLON,5035,ADMIRAL GROUP PLC ORD 0.1P,False,True,LSE
SKG.XLON,5036,SMURFIT KAPPA GROUP PLC ORD EUR0.001,False,True,LSE
SDRC.XLON,5037,SCHRODERS PLC NON-VTG SHS £1,False,True,LSE
LAND.XLON,5038,LAND SECURITIES GROUP PLC ORD 10 2/3P,False,True,LSE
SMIN.XLON,5039,SMITHS GROUP PLC ORD 37.5P,False,True,LSE
SVT.XLON,5040,SEVERN TRENT PLC ORD 97 17/19P,False,True,LSE
CRDA.XLON,5041,CRODA INTERNATIONAL PLC ORD 10.609756P,False,True,LSE
BKG.XLON,5042,BERKELEY GROUP HOLDINGS (THE) PLC ORD SHS 5P,False,True,LSE
POLY.XLON,5043,POLYMETAL INTERNATIONAL PLC ORD NPV,False,True,LSE
S32.XLON,5044,SOUTH32 LIMITED ORD NPV (DI),False,True,LSE
DCC.XLON,5045,DCC PLC ORD EUR0.25,False,True,LSE
RMV.XLON,5046,RIGHTMOVE PLC ORD 0.1P,False,True,LSE
RICO.XLON,5047,RICOH CO LTD RICOH ORD SHS,False,True,LSE
RSA.XLON,5048,RSA INSURANCE GROUP PLC ORD GBP1.00,False,True,LSE
STJ.XLON,5049,ST. JAMES'S PLACE PLC ORD 15P,False,True,LSE
MNG.XLON,5050,M&G PLC ORD £0.05,False,True,LSE
WTB.XLON,5051,WHITBREAD PLC ORD 76 122/153P,False,True,LSE
DFIB.XLON,5052,DAIRY FARM INTERNATIONAL HOLDINGS LD ORD $0.05 5/9,False,True,LSE
DFIJ.XLON,5053,DAIRY FARM INTERNATIONAL HOLDINGS LD ORD $0.05 5/9,False,True,LSE
PHNX.XLON,5054,PHOENIX GROUP HOLDINGS PLC ORD 10P,False,True,LSE
JMAT.XLON,5055,JOHNSON MATTHEY PLC ORD 110 49/53P,False,True,LSE
AUTO.XLON,5056,AUTO TRADER GROUP PLC ORD 1P,False,True,LSE
AIBG.XLON,5057,AIB GROUP PLC ORD EUR0.625,False,True,LSE
PNN.XLON,5058,PENNON GROUP PLC ORD 40.7P,False,True,LSE
GVC.XLON,5059,GVC HOLDINGS PLC ORD EUR0.01,False,True,LSE
HIK.XLON,5060,HIKMA PHARMACEUTICALS PLC ORD SHS 10P,False,True,LSE
ITV.XLON,5061,ITV PLC ORD 10P,False,True,LSE
EVR.XLON,5062,EVRAZ PLC ORD USD0.05,False,True,LSE
BLND.XLON,5063,BRITISH LAND COMPANY PLC ORD 25P,False,True,LSE
ICP.XLON,5064,INTERMEDIATE CAPITAL GROUP PLC ORD 26 1/4P,False,True,LSE
FRES.XLON,5065,FRESNILLO PLC ORD USD0.50,False,True,LSE
BWY.XLON,5066,BELLWAY PLC ORD 12.5P,False,True,LSE
SBRY.XLON,5067,SAINSBURY (J) PLC ORD 28 4/7P,False,True,LSE
DLN.XLON,5068,DERWENT LONDON PLC ORD 5P,False,True,LSE
SMDS.XLON,5069,SMITH (DS) PLC ORD 10P,False,True,LSE
MRW.XLON,5070,MORRISON (WM) SUPERMARKETS PLC ORD 10P,False,True,LSE
CNA.XLON,5071,CENTRICA PLC ORD 6 14/81P,False,True,LSE
DLG.XLON,5072,DIRECT LINE INSURANCE GROUP PLC ORD 10 10/11P,False,True,LSE
EZJ.XLON,5073,EASYJET PLC ORD 27 2/7P,False,True,LSE
PSON.XLON,5074,PEARSON PLC ORD 25P,False,True,LSE
MGGT.XLON,5075,MEGGITT PLC ORD 5P,False,True,LSE
UTG.XLON,5076,UNITE GROUP PLC ORD 25P,False,True,LSE
HSV.XLON,5077,HOMESERVE PLC ORD 2 9/13P,False,True,LSE
AVST.XLON,5078,AVAST PLC ORD 10P,False,True,LSE
KGF.XLON,5079,KINGFISHER PLC ORD 15 5/7P,False,True,LSE
CTEC.XLON,5080,CONVATEC GROUP PLC ORD 10P,False,True,LSE
HWDN.XLON,5081,HOWDEN JOINERY GROUP PLC ORD 10P,False,True,LSE
OMU.XLON,5083,OLD MUTUAL LIMITED ORD NPV (DI),False,True,LSE
FCIT.XLON,5084,F&C INVESTMENT TRUST PLC ORD 25P,False,True,LSE
INVP.XLON,5085,INVESTEC PLC ORD GBP0.0002,False,True,LSE
HSX.XLON,5086,HISCOX LTD ORD 6.5P (DI),False,True,LSE
TPK.XLON,5087,TRAVIS PERKINS PLC ORD 10P,False,True,LSE
TUI.XLON,5088,TUI AG ORD REG SHS NPV (DI),False,True,LSE
BOO.XLON,5089,BOOHOO GROUP PLC ORD 1P,False,True,LSE
WEIR.XLON,5090,WEIR GROUP PLC ORD 12.5P,False,True,LSE
BME.XLON,5091,B&M EUROPEAN VALUE RETAIL S.A. ORD 10P (DI),False,True,LSE
VIC.XSTC,5092,VINGROUP JOINT STOCK COMPANY,False,True,HOSE
VCB.XSTC,5093,JOINT STOCK COMMERCIAL BANK FOR FOREIGN TRADE OF V,False,True,HOSE
VHM.XSTC,5094,VINHOMES JOINT STOCK COMPANY,False,True,HOSE
BID.XSTC,5095,JOINT STOCK COMMERCIAL BANK FOR INVESTMENT AND DEV,False,True,HOSE
VNM.XSTC,5096,VIET NAM DAIRY PRODUCTS JOINT STOCK COMPANY,False,True,HOSE
GAS.XSTC,5097,PETROVIETNAM GAS JOINT STOCK CORPORATION,False,True,HOSE
SAB.XSTC,5098,SAIGON BEER - ALCOHOL - BEVERAGE CORPORATION,False,True,HOSE
CTG.XSTC,5099,VIET NAM JOINT STOCK COMMERCIAL BANK FOR INDUSTRY ,False,True,HOSE
TCB.XSTC,5100,NH TMCP KY THUONG VN,False,True,HOSE
VPB.XSTC,5101,VIETNAM PROSPERITY JOINT STOCK COMMERCIAL BANK,False,True,HOSE
VRE.XSTC,5102,VINCOM RETAIL JOINT STOCK COMPANY,False,True,HOSE
VJC.XSTC,5103,VIETJET AVIATION JOINT STOCK COMPANY,False,True,HOSE
HPG.XSTC,5104,HOA PHAT GROUP JOINT STOCK COMPANY,False,True,HOSE
PLX.XSTC,5105,VIET NAM NATIONAL PETROLEUM GROUP,False,True,HOSE
MSN.XSTC,5106,MASAN GROUP CORPORATION,False,True,HOSE
NVL.XSTC,5107,NO VA LAND INVESTMENT GROUP CORPORATION,False,True,HOSE
MWG.XSTC,5108,MOBILE WORLD INVESTMENT CORPORATION,False,True,HOSE
MBB.XSTC,5109,MILITARY COMMERCIAL JOINT STOCK BANK,False,True,HOSE
BVH.XSTC,5110,BAO VIET HOLDINGS,False,True,HOSE
FPT.XSTC,5111,FPT CORPORATION,False,True,HOSE
HVN.XSTC,5112,TCT HANG KHONG VIET NAM,False,True,HOSE
HDB.XSTC,5113,HO CHI MINH CITY DEVELOPMENT JOINT STOCK COMMERCIA,False,True,HOSE
POW.XSTC,5114,TCT DIEN LUC DAU KHI VN,False,True,HOSE
EIB.XSTC,5115,VIETNAM EXPORT IMPORT COMMERCIAL JOINT STOCK BANK,False,True,HOSE
STB.XSTC,5116,SAI GON THUONG TIN COMMERCIAL JOINT STOCK BANK,False,True,HOSE
PNJ.XSTC,5117,PHU NHUAN JEWELRY JOINT STOCK COMPANY,False,True,HOSE
TPB.XSTC,5118,TIEN PHONG COMMERCIAL JOINT STOCK BANK,False,True,HOSE
HNG.XSTC,5119,HOANG ANH GIA LAI AGRICULTURAL JOINT STOCK COMPANY,False,True,HOSE
BHN.XSTC,5120,HANOI BEER ALCOHOL AND BEVERAGE JOINT STOCK CORPOR,False,True,HOSE
KDH.XSTC,5121,KHANG DIEN HOUSE TRADING AND INVESTMENT JOINT STOC,False,True,HOSE
SBT.XSTC,5122,THANH THANH CONG - BIEN HOA JOINT STOC COMPANY,False,True,HOSE
DHG.XSTC,5123,DHG PHARMACEUTICAL JOINT STOCK COMPANY,False,True,HOSE
TCH.XSTC,5124,HOANG HUY INVESTMENT FINANCIAL SERVICES JOINT STOC,False,True,HOSE
REE.XSTC,5125,REFRIGERATION ELECTRICAL ENGINEERING CORPORATION,False,True,HOSE
GEX.XSTC,5126,VIET NAM ELECTRICAL EQUIPMENT JOINT STOCK CORPORAT,False,True,HOSE
PPC.XSTC,5127,PHA LAI THERMAL POWER JOINT STOCK COMPANY,False,True,HOSE
LGC.XSTC,5128,CII BRIDGES AND ROADS INVESTMENT JOINT STOCK COMPA,False,True,HOSE
PDR.XSTC,5129,PHAT DAT REAL ESTATE DEVELOPMENT CORP,False,True,HOSE
VGC.XSTC,5130,TCT VIGLACERA - CTCP,False,True,HOSE
SSI.XSTC,5131,SAIGON SECURITIES INCORPORATION,False,True,HOSE
VPI.XSTC,5132,CTCP DT VAN PHU - INVEST,False,True,HOSE
KBC.XSTC,5133,KINH BAC CITY DEVELOPMENT HOLDING CORPORATION,False,True,HOSE
PHR.XSTC,5134,PHUOC HOA RUBBER JOINT STOCK COMPANY,False,True,HOSE
NLG.XSTC,5135,NAM LONG INVESTMENT CORPORATION,False,True,HOSE
NT2.XSTC,5136,PETROVIETNAM POWER NHON TRACH 2 JOINT STOCK COMPAN,False,True,HOSE
VHC.XSTC,5137,VINH HOAN CORPORATION,False,True,HOSE
GMD.XSTC,5138,GEMADEPT CORPORATION,False,True,HOSE
HT1.XSTC,5139,HA TIEN 1 CEMENT JOINT STOCK COMPANY,False,True,HOSE
SCS.XSTC,5140,CTCP DV HANG HOA SAI GON,False,True,HOSE
HPX.XSTC,5141,CTCP DAU TU HAI PHAT,False,True,HOSE
CII.XSTC,5142,HO CHI MINH CITY INFRASTRUCTURE INVESTMENT JOINT S,False,True,HOSE
HCM.XSTC,5143,HO CHI MINH CITY SECURITIES CORPORATION,False,True,HOSE
VCF.XSTC,5144,VINACAFE BIEN HOA JOINT - STOCK COMPANY,False,True,HOSE
PVD.XSTC,5145,PETROVIETNAM DRILLING & WELL SERVICE CORPORATION,False,True,HOSE
CTD.XSTC,5146,COTECCONS CONSTRUCTION JOINT STOCK COMPANY,False,True,HOSE
DPM.XSTC,5147,PETROVIETNAM FERTILIZER AND CHEMICALS CORPORATION,False,True,HOSE
VSH.XSTC,5148,VINH SON - SONG HINH HYDROPOWER JOINT STOCK COMPAN,False,True,HOSE
PAN.XSTC,5149,THE PAN GROUP JOINT STOCK COMPANY,False,True,HOSE
VCI.XSTC,5150,VIET CAPITAL SECURITIES JOINT STOCK COMPANY,False,True,HOSE
PME.XSTC,5151,PYMEPHARCO JOINT STOCK COMPANY,False,True,HOSE
ROS.XSTC,5152,FLC FAROS CONSTRUCTION JOINT STOCK COMPANY,False,True,HOSE
GTN.XSTC,5153,GTNFOODS JOINT STOCK COMPANY,False,True,HOSE
DIG.XSTC,5154,DEVELOPMENT INVESTMENT CONSTRUCTION JOINT STOCK CO,False,True,HOSE
KDC.XSTC,5155,KIDO GROUP CORPORATION,False,True,HOSE
PVT.XSTC,5156,PETROVIETNAM TRANSPORTATION CORPORATION,False,True,HOSE
BMP.XSTC,5157,BINH MINH PLASTICS JOINT STOCK COMPANY,False,True,HOSE
PGD.XSTC,5158,PETRO VIET NAM LOW PRESSURE GAS DISTRIBUTION JOINT,False,True,HOSE
CAV.XSTC,5159,VIETNAM ELECTRIC CABLE CORPORATION,False,True,HOSE
DCM.XSTC,5160,PETROVIETNAM CA MAU FERTILIZER JOINT STOCK COMPANY,False,True,HOSE
HSG.XSTC,5161,HOA SEN GROUP,False,True,HOSE
HDG.XSTC,5162,HA DO GROUP JOINT STOCK COMPANY,False,True,HOSE
BWE.XSTC,5163,BINH DUONG WATER ENVIRONMENT JOINT STOCK COMPANY,False,True,HOSE
CMG.XSTC,5164,CMC CORPORATION,False,True,HOSE
BIC.XSTC,5165,BIDV INSURANCE CORPORATION,False,True,HOSE
HAG.XSTC,5166,HOANG ANH GIA LAI JOINT STOCK COMPANY,False,True,HOSE
PTB.XSTC,5167,PHU TAI JOINT STOCK COMPANY,False,True,HOSE
TLG.XSTC,5168,THIEN LONG GROUP CORPORATION,False,True,HOSE
IMP.XSTC,5169,IMEXPHARM CORPORATION,False,True,HOSE
VND.XSTC,5170,VNDIRECT SECURITIES CORPORATION,False,True,HOSE
CHP.XSTC,5171,CENTRAL HYDROPOWER JOINT STOCK COMPANY,False,True,HOSE
FLC.XSTC,5172,FLC GROUP JOINT STOCK COMPANY,False,True,HOSE
DRC.XSTC,5173,DANANG RUBBER JOINT STOCK COMPANY,False,True,HOSE
AST.XSTC,5174,TASECO AIR SERVICES JOINT STOCK COMPANY,False,True,HOSE
DBD.XSTC,5175,CTCP DUOC-TTBYTE BINHDINH,False,True,HOSE
SAM.XSTC,5176,SAM HOLDINGS CORPORATION,False,True,HOSE
TMP.XSTC,5177,THAC MO HYDRO POWER JOINT STOCK COMPANY,False,True,HOSE
SGN.XSTC,5178,CTCP PV MAT DAT SAI GON,False,True,HOSE
HBC.XSTC,5179,HOA BINH CONSTRUCTION GROUP JOINT STOCK COMPANY,False,True,HOSE
TRA.XSTC,5180,TRAPHACO JOINT STOCK COMPANY,False,True,HOSE
PC1.XSTC,5181,POWER CONSTRUCTION JOINT STOCK COMPANY,False,True,HOSE
SJS.XSTC,5182,SONG DA URBAN & INDUSTRIAL ZONE INVESTMENT AND DEV,False,True,HOSE
ANV.XSTC,5183,NAM VIET CORPORATION,False,True,HOSE
TDM.XSTC,5184,CTCP NUOC THU DAU MOT,False,True,HOSE
SHP.XSTC,5185,SOUTHERN HYDROPOWER JOINT STOCK COMPANY,False,True,HOSE
DMC.XSTC,5186,DOMESCO MEDICAL IMPORT EXPORT JOINT STOCK CORPORAT,False,True,HOSE
AAA.XSTC,5187,AN PHAT PLASTIC AND GREEN ENVIRONMENT JOINT STOCK ,False,True,HOSE
ITA.XSTC,5188,TAN TAO INVESTMENT AND INDUSTRY CORPORATION,False,True,HOSE
MSH.XSTC,5189,CTCP MAY SONG HONG,False,True,HOSE
BMI.XSTC,5190,BAOMINH INSURANCE CORPORATION,False,True,HOSE
DHC.XSTC,5191,DONGHAI JOINT STOCK COMPANY OF BENTRE,False,True,HOSE
SNP,5192,China Petroleum & Chemical Corp,False,True,NYSE
VRTX,5193,Vertex Pharmaceuticals Inc,False,True,NASDAQ
MU,5194,Micron Technology Inc,False,True,NASDAQ
SAN,5195,Banco Santander S.A.,False,True,NYSE
ZFSVF,5196,Zurich Insurance Group AG Ltd,False,True,OTC
ZURVY,5197,Zurich Insurance Group AG Ltd,False,True,OTC
HINKF,5198,Heineken N.V,False,True,OTC
SHOP,5199,Shopify Inc - Class A,False,True,NYSE
BNPQF,5200,BNP Paribas,False,True,OTC
UBER,5201,Uber Technologies Inc,False,True,NYSE
HEINY,5202,Heineken N.V,False,True,OTC
ECL,5203,Ecolab Inc,False,True,NYSE
BNPQY,5204,BNP Paribas,False,True,OTC
AMD,5205,Advanced Micro Devices Inc,False,True,NASDAQ
NOC,5206,Northrop Grumman Corp,False,True,NYSE
GPN,5207,Global Payments Inc,False,True,NYSE
TAK,5208,Takeda Pharmaceutical Company,False,True,NYSE
BIIB,5209,Biogen Inc,False,True,NASDAQ
AXAHY,5210,Axa,False,True,OTC
AXAHF,5211,Axa,False,True,OTC
ITW,5212,Illinois Tool Works Inc,False,True,NYSE
ADDDF,5213,Adidas AG,False,True,OTC
RTN,5214,RAYTHEON CO,False,True,NYSE
BASFY,5215,Basf SE,False,True,OTC
BFFAF,5216,Basf SE,False,True,OTC
MMC,5217,Marsh & McLennan Cos. Inc,False,True,NYSE
CSX,5218,CSX Corp,False,True,NASDAQ
ADDYY,5219,Adidas AG,False,True,OTC
AMAT,5220,Applied Materials Inc,False,True,NASDAQ
PNC,5221,PNC Financial Services Group Inc,False,True,NYSE
ICE,5222,Intercontinental Exchange Inc,False,True,NYSE
