,open,high,low,close,volume,adj_high,adj_low,adj_close,adj_open,adj_volume,split_factor,dividend,symbol,exchange,date
0,141.56,141.9925,140.81,141.79,3835316.0,141.9925,140.81,141.79,141.56,3835316.0,1.0,0.0,WMT,XNYS,2022-12-30T00:00:00+0000
1,142.14,143.02,141.75,142.15,2956381.0,143.02,141.75,142.15,142.14,3057412.0,1.0,0.0,WMT,XNYS,2022-12-29T00:00:00+0000
2,143.47,143.67,140.91,141.29,4985921.0,143.67,140.91,141.29,143.47,5082062.0,1.0,0.0,WMT,XNYS,2022-12-28T00:00:00+0000
3,144.04,144.45,143.19,143.81,3342377.0,144.45,143.19,143.81,144.04,3348406.0,1.0,0.0,WMT,XNYS,2022-12-27T00:00:00+0000
4,143.05,143.8,142.28,143.77,3182568.0,143.8,142.28,143.77,143.05,3182568.0,1.0,0.0,WMT,XNYS,2022-12-23T00:00:00+0000
5,144.77,144.98,141.93,143.48,4194685.0,144.98,141.93,143.48,144.77,4362066.0,1.0,0.0,WMT,XNYS,2022-12-22T00:00:00+0000
6,144.32,145.94,144.26,145.18,4203050.0,145.94,144.26,145.18,144.32,4575507.0,1.0,0.0,WMT,XNYS,2022-12-21T00:00:00+0000
7,142.92,144.64,142.25,144.05,5392083.0,144.64,142.25,144.05,142.92,5669767.0,1.0,0.0,WMT,XNYS,2022-12-20T00:00:00+0000
8,143.01,143.56,141.73,142.8,5017800.0,143.56,141.7273,142.8,143.01,5022485.0,1.0,0.0,WMT,XNYS,2022-12-19T00:00:00+0000
9,144.48,144.72,142.57,142.75,13447300.0,144.72,142.57,142.75,144.48,13447742.0,1.0,0.0,WMT,XNYS,2022-12-16T00:00:00+0000
10,145.58,146.42,143.63,145.36,5837534.0,146.42,143.63,145.36,145.58,5839323.0,1.0,0.0,WMT,XNYS,2022-12-15T00:00:00+0000
11,147.09,148.53,145.96,146.67,6162969.0,148.53,145.96,146.67,147.09,6778208.0,1.0,0.0,WMT,XNYS,2022-12-14T00:00:00+0000
12,150.0,150.2,146.74,147.49,7802360.0,150.2,146.74,147.49,150.0,7802889.0,1.0,0.0,WMT,XNYS,2022-12-13T00:00:00+0000
13,145.9,148.1,145.56,148.02,5958150.0,148.1,145.56,148.02,145.9,6477443.0,1.0,0.0,WMT,XNYS,2022-12-12T00:00:00+0000
