Time,AA,BATS.XLON,BP.XLON,CAT,DGE.XLON,FDX,HSBA.XLON,ULVR.XLON,WMT,NYSE,LSE,NYSEQ1,LSEQ1,NYSEQ3,LSEQ3
2022-10-22,40.43,3340.5,466.3,190.58,3589.5,153.73999999999998,477.06666666666666,3936.1666666666665,137.67000000000002,130.60500000000002,2361.9066666666668,113.36000000000001,477.06666666666666,162.95,3589.5
2022-10-23,39.800000000000004,3360.0,468.15,190.94,3599.0,154.25,476.08333333333337,3928.8333333333335,138.54,130.8825,2366.413333333333,113.85499999999999,476.08333333333337,163.4225,3599.0
2022-10-24,39.17,3379.5,470.0,191.3,3608.5,154.76,475.1,3921.5,139.41,131.16,2370.92,114.35,475.1,163.89499999999998,3608.5
2022-10-25,41.49,3384.0,465.6,194.84,3629.5,155.8,442.65,3926.5,140.07,133.05,2369.65,115.425,465.6,165.56,3629.5
2022-10-26,42.65,3406.0,464.95,196.96,3581.5,157.96,443.8,3869.0,141.14,134.6775,2353.05,116.51749999999998,464.95,167.71,3581.5
2022-10-27,41.41,3414.0,481.9,212.14,3522.0,156.91,450.15,3865.0,140.73,137.79749999999999,2346.6099999999997,115.89999999999999,481.9,170.7175,3522.0
2022-10-28,39.49,3414.5,472.95,219.34,3554.0,160.37,442.2,3918.0,142.51,140.4275,2360.33,116.755,472.95,175.1125,3554.0
2022-10-29,39.336666666666666,3420.8333333333335,475.23333333333335,218.38,3568.6666666666665,160.34,443.9,3936.8333333333335,142.45,140.12666666666667,2369.0933333333332,116.67166666666665,475.23333333333335,174.85,3568.6666666666665
2022-10-30,39.18333333333334,3427.1666666666665,477.51666666666665,217.42000000000002,3583.3333333333335,160.31,445.6,3955.6666666666665,142.39000000000001,139.82583333333335,2377.8566666666666,116.58833333333334,477.51666666666665,174.5875,3583.3333333333335
2022-10-31,39.03,3433.5,479.8,216.46,3598.0,160.28,447.3,3974.5,142.33,139.525,2386.62,116.50500000000001,479.8,174.325,3598.0
2022-11-01,40.88,3465.0,486.45,218.5,3611.0,158.19,458.55,3947.5,141.69,139.815,2393.7,116.4875,486.45,173.26749999999998,3611.0
2022-11-02,37.77,3274.0,484.35,214.54,3602.5,154.56,456.8,3949.0,140.75,136.905,2353.3300000000004,115.005,484.35,169.555,3602.5
2022-11-03,37.7,3350.0,493.5,219.26,3595.0,154.92,463.15,3995.5,140.72,138.15,2379.43,114.965,493.5,171.005,3595.0
2022-11-04,42.4,3376.5,499.95,227.85,3688.0,156.66,491.75,4053.5,140.97,141.97,2421.94,116.3275,499.95,174.45749999999998,3688.0
2022-11-05,42.10333333333333,3373.6666666666665,500.56666666666666,228.10333333333332,3673.6666666666665,157.52,487.6333333333333,4046.3333333333335,141.46333333333334,142.2975,2416.3733333333334,116.62333333333333,500.56666666666666,175.16583333333335,3673.6666666666665
2022-11-06,41.806666666666665,3370.8333333333335,501.18333333333334,228.35666666666668,3659.3333333333335,158.38,483.51666666666665,4039.1666666666665,141.95666666666665,142.625,2410.8066666666664,116.91916666666665,501.18333333333334,175.87416666666667,3659.3333333333335
2022-11-07,41.51,3368.0,501.8,228.61,3645.0,159.24,479.4,4032.0,142.45,142.9525,2405.2400000000002,117.21499999999999,501.8,176.5825,3645.0
2022-11-08,43.23,3354.0,485.7,229.81,3634.0,159.54,478.65,4056.5,142.79,143.8425,2401.7699999999995,117.89999999999999,485.7,177.1075,3634.0
2022-11-09,40.68,3392.5,482.1,225.54,3624.5,158.04,476.7,4070.0,139.47,140.9325,2409.16,114.77250000000001,482.1,174.915,3624.5
2022-11-10,43.83,3316.5,470.75,232.45,3722.5,166.0,474.15,4043.0,142.36,146.16,2405.38,117.7275,474.15,182.6125,3722.5
2022-11-11,47.66,3187.0,478.4,236.49,3619.0,175.61,471.0,3939.5,142.58,150.585,2338.98,118.85000000000001,478.4,190.83,3619.0
2022-11-12,47.846666666666664,3209.8333333333335,479.09999999999997,236.49333333333334,3632.3333333333335,175.32666666666668,474.1,3970.5,141.18333333333334,150.21250000000003,2353.173333333333,117.84916666666666,479.09999999999997,190.61833333333334,3632.3333333333335
2022-11-13,48.03333333333333,3232.6666666666665,479.8,236.49666666666667,3645.6666666666665,175.04333333333332,477.2,4001.5,139.78666666666666,149.83999999999997,2367.3666666666663,116.84833333333333,479.8,190.40666666666667,3645.6666666666665
2022-11-14,48.22,3255.5,480.5,236.5,3659.0,174.76,480.3,4032.5,138.39,149.4675,2381.56,115.8475,480.5,190.195,3659.0
2022-11-15,49.21,3228.5,477.05,234.59,3614.0,176.26,480.0,4033.5,147.44,151.875,2366.6099999999997,122.8825,480.0,190.8425,3614.0
2022-11-16,48.67,3256.5,481.35,232.42,3645.5,170.77,475.5,4064.5,148.5,150.09,2384.67,123.5425,481.35,186.1825,3645.5
2022-11-17,47.37,3287.0,478.65,230.44,3652.5,171.54,481.2,4058.0,148.0,149.3375,2391.47,122.8425,481.2,186.265,3652.5
2022-11-18,47.31,3311.0,476.05,231.43,3674.0,174.72,478.9,4040.5,150.23,150.9225,2396.09,124.5,478.9,188.8975,3674.0
2022-11-19,47.083333333333336,3323.8333333333335,470.0833333333333,231.67666666666668,3691.3333333333335,174.35999999999999,480.43333333333334,4064.5,150.53666666666666,150.91416666666666,2406.036666666667,124.67333333333333,480.43333333333334,188.68916666666667,3691.3333333333335
2022-11-20,46.85666666666667,3336.6666666666665,464.1166666666667,231.92333333333332,3708.6666666666665,174.0,481.96666666666664,4088.5,150.84333333333333,150.90583333333333,2415.983333333333,124.84666666666666,481.96666666666664,188.48083333333332,3708.6666666666665
2022-11-21,46.63,3349.5,458.15,232.17,3726.0,173.64,483.5,4112.5,151.15,150.8975,2425.93,125.02000000000001,483.5,188.27249999999998,3726.0
2022-11-22,49.36,3345.5,488.0,237.26,3745.5,175.67,486.85,4116.5,151.69,153.495,2436.4700000000003,126.1075,488.0,191.0675,3745.5
2022-11-23,48.51,3353.5,483.1,236.92,3757.0,176.36,489.2,4110.5,152.42,153.5525,2438.66,126.4425,489.2,191.5,3757.0
2022-11-24,48.2,3327.5,483.55,236.31,3749.0,176.53,489.5,4120.0,152.745,153.44625,2433.91,126.60875,489.5,191.475,3749.0
2022-11-25,47.89,3355.5,488.35,235.7,3762.5,176.7,491.0,4113.5,153.07,153.33999999999997,2442.17,126.77499999999999,491.0,191.45,3762.5
2022-11-26,47.403333333333336,3356.3333333333335,486.75,234.56666666666666,3770.3333333333335,175.53666666666666,490.2,4127.333333333333,153.21666666666667,152.68083333333334,2446.19,126.76333333333334,490.2,190.29416666666665,3770.3333333333335
2022-11-27,46.916666666666664,3357.1666666666665,485.15000000000003,233.43333333333334,3778.1666666666665,174.37333333333333,489.40000000000003,4141.166666666667,153.36333333333332,152.02166666666668,2450.21,126.75166666666665,489.40000000000003,189.13833333333332,3778.1666666666665
2022-11-28,46.43,3358.0,483.55,232.3,3786.0,173.21,488.6,4155.0,153.51,151.3625,2454.2300000000005,126.74,488.6,187.98250000000002,3786.0
2022-11-29,47.7,3350.5,492.05,235.12,3768.0,177.82,510.3,4124.5,152.97,153.4025,2449.07,126.6525,510.3,192.14499999999998,3768.0
2022-11-30,50.13,3391.0,497.5,236.41,3808.0,182.22,509.7,4144.0,152.42,155.295,2470.04,126.8475,509.7,195.76749999999998,3808.0
2022-12-01,49.1,3391.0,489.45,235.69,3846.0,180.45,497.9,4179.5,153.37,154.6525,2480.77,127.30250000000001,497.9,194.26,3846.0
2022-12-02,50.39,3408.0,480.9,236.13,3847.0,181.41,498.5,4178.0,153.22,155.2875,2482.48,127.5125,498.5,195.09,3847.0
2022-12-03,49.1,3415.5,481.76666666666665,234.94333333333333,3838.5,179.80666666666667,499.0,4178.333333333333,152.69666666666666,154.13666666666666,2482.62,126.79749999999999,499.0,193.59083333333334,3838.5
2022-12-04,47.81,3423.0,482.6333333333333,233.75666666666666,3830.0,178.20333333333332,499.5,4178.666666666667,152.17333333333335,152.98583333333335,2482.7599999999998,126.08250000000001,499.5,192.09166666666664,3830.0
2022-12-05,46.52,3430.5,483.5,232.57,3821.5,176.6,500.0,4179.0,151.65,151.83499999999998,2482.9,125.3675,500.0,190.5925,3821.5
2022-12-06,48.31,3419.0,474.65,228.29,3827.0,173.05,498.65,4186.0,149.89,149.885,2481.06,124.49499999999999,498.65,186.86,3827.0
2022-12-07,46.6,3410.5,464.0,228.98,3819.0,172.28,493.85,4161.0,149.11,149.2425,2469.67,123.48250000000002,493.85,186.45499999999998,3819.0
2022-12-08,47.28,3305.0,463.95,230.92,3776.0,171.91,495.3,4161.0,148.78,149.7225,2440.25,123.405,495.3,186.6625,3776.0
2022-12-09,45.08,3316.0,461.95,227.29,3743.0,172.33,496.2,4125.5,145.31,147.5025,2428.5299999999997,120.2525,496.2,186.07,3743.0
2022-12-10,45.32333333333333,3313.1666666666665,462.0,229.21333333333334,3738.1666666666665,174.01000000000002,496.25,4124.333333333333,146.21333333333334,148.69000000000003,2426.7833333333333,120.99083333333334,496.25,187.81083333333333,3738.1666666666665
2022-12-11,45.56666666666667,3310.3333333333335,462.05,231.13666666666666,3733.3333333333335,175.69,496.3,4123.166666666667,147.11666666666667,149.8775,2425.036666666667,121.72916666666667,496.3,189.55166666666668,3733.3333333333335
2022-12-12,45.81,3307.5,462.1,233.06,3728.5,177.37,496.35,4122.0,148.02,151.065,2423.29,122.4675,496.35,191.29250000000002,3728.5
2022-12-13,46.17,3252.5,471.05,235.49,3759.5,176.88,500.1,4105.5,147.49,151.5075,2417.7300000000005,122.16000000000001,500.1,191.5325,3759.5
2022-12-14,45.5,3268.0,469.55,234.48,3764.5,178.07,497.7,4150.5,146.67,151.18,2430.05,121.3775,497.7,192.17249999999999,3764.5
2022-12-15,43.27,3285.0,465.85,230.66,3675.5,173.17,492.65,4137.0,145.36,148.115,2411.2,119.8375,492.65,187.5425,3675.5
2022-12-16,42.72,3293.5,455.4,232.72,3624.0,171.72,492.25,4141.0,142.75,147.4775,2401.23,117.7425,492.25,186.97,3624.0
2022-12-17,42.586666666666666,3306.3333333333335,459.1333333333333,232.57666666666665,3628.0,170.74,493.4166666666667,4151.833333333333,142.76666666666668,147.1675,2407.7433333333333,117.72166666666668,493.4166666666667,186.19916666666666,3628.0
2022-12-18,42.45333333333333,3319.1666666666665,462.8666666666667,232.43333333333334,3632.0,169.76,494.5833333333333,4162.666666666667,142.78333333333333,146.8575,2414.2566666666667,117.70083333333334,494.5833333333333,185.42833333333334,3632.0
2022-12-19,42.32,3332.0,466.6,232.29,3636.0,168.78,495.75,4173.5,142.8,146.5475,2420.77,117.68,495.75,184.6575,3636.0
2022-12-20,44.09,3314.5,467.45,235.14,3629.5,164.35,502.8,4156.5,144.05,146.90750000000003,2414.15,119.06,502.8,182.04749999999999,3629.5
2022-12-21,44.87,3353.5,480.0,241.73,3693.0,169.99,511.3,4225.0,145.18,150.4425,2452.56,120.1025,511.3,187.925,3693.0
2022-12-22,43.85,3319.5,477.9,237.54,3663.0,175.69,512.3,4213.0,143.48,150.14,2437.1400000000003,118.57249999999999,512.3,191.1525,3663.0
2022-12-23,44.2,3316.5,478.9,239.87,3647.5,175.93,510.3,4214.0,143.77,150.9425,2433.44,118.87750000000001,510.3,191.91500000000002,3647.5
2022-12-24,44.365,3316.5,478.9,240.6875,3647.5,176.21,510.3,4212.3,143.78,151.260625,2433.1,118.92625000000001,510.3,192.329375,3647.5
2022-12-25,44.53,3316.5,478.9,241.505,3647.5,176.49,510.3,4210.6,143.79000000000002,151.57875,2432.7599999999998,118.97500000000002,510.3,192.74375,3647.5
2022-12-26,44.695,3316.5,478.9,242.3225,3647.5,176.77,510.3,4208.9,143.8,151.89687500000002,2432.4199999999996,119.02375,510.3,193.158125,3647.5
2022-12-27,44.86,3316.5,478.9,243.14,3647.5,177.05,510.3,4207.2,143.81,152.215,2432.08,119.0725,510.3,193.5725,3647.5
2022-12-28,43.8,3332.5,480.4,239.38,3668.5,173.05,518.0,4205.5,141.29,149.38,2440.98,116.91749999999999,518.0,189.6325,3668.5
2022-12-29,46.56,3304.5,480.75,240.2,3668.0,175.55,518.8,4202.0,142.15,151.115,2434.81,118.2525,518.8,191.7125,3668.0
2022-12-30,45.47,3281.5,474.9,239.56,3650.0,173.2,515.7,4182.0,141.79,150.005,2420.8199999999997,117.71,515.7,189.79,3650.0
