symbol,date,Unnamed: 0,open,high,low,close,volume,adj_high,adj_low,adj_close,adj_open,adj_volume,split_factor,dividend,exchange
ULVR.XLON,2022-11-01 00:00:00+00:00,41,3989.0,3998.0,3940.5,3947.5,1733877.0,,,3947.5,,,1.0,0.0,XLON
ULVR.XLON,2022-10-31 00:00:00+00:00,42,3938.5,3994.5,3918.5,3974.5,3527963.0,,,3974.5,,,1.0,0.0,XLON
ULVR.XLON,2022-10-28 00:00:00+00:00,43,3874.5,3929.5,3864.4,3918.0,2087238.0,,,3918.0,,,1.0,0.0,XLON
ULVR.XLON,2022-10-27 00:00:00+00:00,44,3893.5,3908.0,3825.0,3865.0,2925515.0,,,3865.0,,,1.0,0.0,XLON
ULVR.XLON,2022-10-26 00:00:00+00:00,45,3925.0,3926.5,3816.5,3869.0,3269924.0,,,3869.0,,,1.0,0.0,XLON
ULVR.XLON,2022-10-25 00:00:00+00:00,46,3941.5,3953.428,3896.0,3926.5,2308235.0,,,3926.5,,,1.0,0.0,XLON
ULVR.XLON,2022-10-24 00:00:00+00:00,47,3935.5,3946.5,3906.5,3921.5,2164429.0,,,3921.5,,,1.0,0.0,XLON
ULVR.XLON,2022-10-21 00:00:00+00:00,48,3879.0,3977.0,3870.0,3943.5,3234953.0,,,3943.5,,,1.0,0.0,XLON
ULVR.XLON,2022-10-20 00:00:00+00:00,49,3901.5,3914.0,3881.0,3909.5,3236736.0,,,3909.5,,,1.0,0.0,XLON
ULVR.XLON,2022-10-19 00:00:00+00:00,50,3901.0,3920.5,3887.5,3899.5,1925302.0,,,3899.5,,,1.0,0.0,XLON
ULVR.XLON,2022-10-18 00:00:00+00:00,51,3892.5,3910.5,3866.0,3893.5,2819683.0,,,3893.5,,,1.0,0.0,XLON
ULVR.XLON,2022-10-17 00:00:00+00:00,52,3882.0,3907.5,3855.0,3858.5,2229987.0,,,3858.5,,,1.0,0.0,XLON
ULVR.XLON,2022-10-14 00:00:00+00:00,53,3862.5,3930.5,3856.5,3882.0,2618790.0,,,3882.0,,,1.0,0.0,XLON
ULVR.XLON,2022-10-13 00:00:00+00:00,54,3922.5,3927.0,3797.5,3838.0,3258813.0,,,3838.0,,,1.0,0.0,XLON
ULVR.XLON,2022-10-12 00:00:00+00:00,55,3957.0,3971.0,3913.0,3933.0,2864463.0,,,3933.0,,,1.0,0.0,XLON
ULVR.XLON,2022-10-11 00:00:00+00:00,56,3920.5,3960.5,3907.0,3945.5,2644322.0,,,3945.5,,,1.0,0.0,XLON
ULVR.XLON,2022-10-10 00:00:00+00:00,57,3914.0,3926.5,3895.5,3910.0,1992634.0,,,3910.0,,,1.0,0.0,XLON
ULVR.XLON,2022-10-07 00:00:00+00:00,58,3917.5,3951.5,3917.5,3927.5,2565744.0,,,3927.5,,,1.0,0.0,XLON
ULVR.XLON,2022-10-06 00:00:00+00:00,59,3946.5,3989.5,3908.0,3932.0,2147610.0,,,3932.0,,,1.0,0.0,XLON
ULVR.XLON,2022-10-05 00:00:00+00:00,60,3906.5,3967.0,3904.0,3947.5,1751665.0,,,3947.5,,,1.0,0.0,XLON
ULVR.XLON,2022-10-04 00:00:00+00:00,61,3905.5,3974.0949,3872.0,3963.0,3269223.0,,,3963.0,,,1.0,0.0,XLON
ULVR.XLON,2022-10-03 00:00:00+00:00,62,3911.5,3925.0,3868.5,3876.5,3010237.0,,,3876.5,,,1.0,0.0,XLON
ULVR.XLON,2022-09-30 00:00:00+00:00,63,4023.0,4042.5,3960.5,3969.0,4647186.0,,,3969.0,,,1.0,0.0,XLON
ULVR.XLON,2022-09-29 00:00:00+00:00,64,4090.5,4129.0,4050.5,4080.5,6009753.0,,,4080.5,,,1.0,0.0,XLON
ULVR.XLON,2022-09-28 00:00:00+00:00,65,4030.0,4083.6,4004.0,4065.0,6642592.0,,,4065.0,,,1.0,0.0,XLON
ULVR.XLON,2022-09-27 00:00:00+00:00,66,4127.5,4131.0,4068.5,4078.5,4351723.0,,,4078.5,,,1.0,0.0,XLON
ULVR.XLON,2022-09-26 00:00:00+00:00,67,4119.5,4178.0,4040.5,4100.0,5437144.0,,,4100.0,,,1.0,0.0,XLON
ULVR.XLON,2022-09-23 00:00:00+00:00,68,4056.0,4060.0,3966.0,4026.5,3198195.0,,,4026.5,,,1.0,0.0,XLON
ULVR.XLON,2022-09-22 00:00:00+00:00,69,4044.0,4088.5,4039.5,4054.5,3231852.0,,,4054.5,,,1.0,0.0,XLON
ULVR.XLON,2022-09-21 00:00:00+00:00,70,3956.5,4061.5,3945.0,4052.5,3992297.0,,,4052.5,,,1.0,0.0,XLON
ULVR.XLON,2022-09-20 00:00:00+00:00,71,3955.5,4004.0,3955.5,3977.5,2647016.0,,,3977.5,,,1.0,0.0,XLON
ULVR.XLON,2022-09-16 00:00:00+00:00,72,3964.5,3992.5,3936.5,3944.0,5277470.0,,,3944.0,,,1.0,0.0,XLON
ULVR.XLON,2022-09-15 00:00:00+00:00,73,3979.0,3998.0,3951.5,3969.5,1901759.0,,,3969.5,,,1.0,0.0,XLON
ULVR.XLON,2022-09-14 00:00:00+00:00,74,4006.5,4012.5,3950.0,3965.5,2427554.0,,,3965.5,,,1.0,0.0,XLON
ULVR.XLON,2022-09-13 00:00:00+00:00,75,4026.0,4062.0,4017.5,4017.5,2702809.0,,,4017.5,,,1.0,0.0,XLON
ULVR.XLON,2022-09-12 00:00:00+00:00,76,3980.0,4030.0,3965.0,4020.5,3344476.0,,,4020.5,,,1.0,0.0,XLON
ULVR.XLON,2022-09-09 00:00:00+00:00,77,3921.0,3994.1799,3912.5,3953.0,2815517.0,,,3953.0,,,1.0,0.0,XLON
ULVR.XLON,2022-09-08 00:00:00+00:00,78,3925.0,3955.5,3870.0,3911.5,2238226.0,,,3911.5,,,1.0,0.0,XLON
ULVR.XLON,2022-09-07 00:00:00+00:00,79,3900.0,3933.5,3885.0,3925.5,2111246.0,,,3925.5,,,1.0,0.0,XLON
ULVR.XLON,2022-09-06 00:00:00+00:00,80,3863.0,3933.274,3863.0,3917.0,2483499.0,,,3917.0,,,1.0,0.0,XLON
ULVR.XLON,2022-09-05 00:00:00+00:00,81,3868.5,3880.0,3846.8557,3880.0,1981058.0,,,3880.0,,,1.0,0.0,XLON
ULVR.XLON,2022-09-02 00:00:00+00:00,82,3878.0,3910.5,3869.5,3906.0,2255277.0,,,3906.0,,,1.0,0.0,XLON
ULVR.XLON,2022-09-01 00:00:00+00:00,83,3925.5,3925.5,3857.0,3879.0,2718276.0,,,3879.0,,,1.0,0.0,XLON
ULVR.XLON,2022-08-31 00:00:00+00:00,84,3935.0,3950.0,3885.5,3925.5,4011820.0,,,3925.5,,,1.0,0.0,XLON
ULVR.XLON,2022-08-30 00:00:00+00:00,85,3933.5,3982.5,3930.0,3943.5,2730501.0,,,3943.5,,,1.0,0.0,XLON
ULVR.XLON,2022-08-26 00:00:00+00:00,86,3976.5,3996.0,3925.0,3935.0,1202131.0,,,3935.0,,,1.0,0.0,XLON
ULVR.XLON,2022-08-25 00:00:00+00:00,87,3981.5,3997.5335,3937.0,3967.0,1691537.0,,,3967.0,,,1.0,0.0,XLON
ULVR.XLON,2022-08-24 00:00:00+00:00,88,3930.0,3995.0,3922.0,3991.0,2336712.0,,,3991.0,,,1.0,0.0,XLON
ULVR.XLON,2022-08-23 00:00:00+00:00,89,3996.5,3999.0,3922.0,3941.5,2247214.0,,,3941.5,,,1.0,0.0,XLON
ULVR.XLON,2022-08-22 00:00:00+00:00,90,3998.5,4026.5,3973.0,4006.0,1673265.0,,,4006.0,,,1.0,0.0,XLON
ULVR.XLON,2022-08-19 00:00:00+00:00,91,3935.5,4010.0,3927.5,4004.0,3028981.0,,,4004.0,,,1.0,0.0,XLON
ULVR.XLON,2022-08-18 00:00:00+00:00,92,3948.5,3951.5,3909.0,3938.0,2182814.0,,,3938.0,,,1.0,0.0,XLON
ULVR.XLON,2022-08-17 00:00:00+00:00,93,3919.5,3941.5,3911.5,3940.5,3041575.0,,,3940.5,,,1.0,0.0,XLON
ULVR.XLON,2022-08-16 00:00:00+00:00,94,3950.0,3953.0,3903.5,3921.5,2624857.0,,,3921.5,,,1.0,0.0,XLON
ULVR.XLON,2022-08-15 00:00:00+00:00,95,3926.5,3941.5,3905.5,3932.5,2439835.0,,,3932.5,,,1.0,0.0,XLON
ULVR.XLON,2022-08-12 00:00:00+00:00,96,3902.0,3912.5,3883.5,3905.5,1770603.0,,,3905.5,,,1.0,0.0,XLON
ULVR.XLON,2022-08-11 00:00:00+00:00,97,3955.5,3958.5,3891.5,3921.0,2091253.0,,,3921.0,,,1.0,0.0,XLON
ULVR.XLON,2022-08-10 00:00:00+00:00,98,3969.0,3984.0,3932.0,3948.5,2823105.0,,,3948.5,,,1.0,0.0,XLON
ULVR.XLON,2022-08-09 00:00:00+00:00,99,4008.5,4013.3398,3970.5,3993.5,1639077.0,,,3993.5,,,1.0,0.0,XLON
ULVR.XLON,2022-08-08 00:00:00+00:00,100,3988.0,4018.0,3951.0,4002.0,1925891.0,,,4002.0,,,1.0,0.0,XLON
ULVR.XLON,2022-08-05 00:00:00+00:00,101,3988.0,4006.5,3960.0,3971.0,1459778.0,,,3971.0,,,1.0,0.0,XLON
ULVR.XLON,2022-08-04 00:00:00+00:00,102,3978.5,4017.5,3949.0,3988.5,1651129.0,,,3988.5,,,1.0,0.0,XLON
ULVR.XLON,2022-08-03 00:00:00+00:00,103,3979.5,4018.5,3951.815,4015.0,1698417.0,,,4015.0,,,1.0,0.0,XLON
ULVR.XLON,2022-08-02 00:00:00+00:00,104,3991.0,4024.5,3987.0,3996.0,1632598.0,,,3996.0,,,1.0,0.0,XLON
ULVR.XLON,2022-08-01 00:00:00+00:00,105,3982.0,4008.0,3975.5,3989.0,1584064.0,,,3989.0,,,1.0,0.0,XLON
ULVR.XLON,2022-07-29 00:00:00+00:00,106,3966.5,4008.099,3960.5,4003.5,3398617.0,,,4003.5,,,1.0,0.0,XLON
ULVR.XLON,2022-07-28 00:00:00+00:00,107,3976.5,3983.5,3935.5,3970.0,2481009.0,,,3970.0,,,1.0,0.0,XLON
ULVR.XLON,2022-07-27 00:00:00+00:00,108,4107.5,4109.5,3990.0,3995.5,2808445.0,,,3995.5,,,1.0,0.0,XLON
ULVR.XLON,2022-07-26 00:00:00+00:00,109,3964.5,4041.4,3955.5,4032.0,4242036.0,,,4032.0,,,1.0,0.0,XLON
ULVR.XLON,2022-07-25 00:00:00+00:00,110,3907.5,3941.0,3892.5,3916.5,2110996.0,,,3916.5,,,1.0,0.0,XLON
ULVR.XLON,2022-07-22 00:00:00+00:00,111,3910.5,3932.0,3888.0,3911.5,2012495.0,,,3911.5,,,1.0,0.0,XLON
ULVR.XLON,2022-07-21 00:00:00+00:00,112,3897.0,3908.5,3854.0,3889.0,2323125.0,,,3889.0,,,1.0,0.0,XLON
ULVR.XLON,2022-07-20 00:00:00+00:00,113,3939.0,3974.0,3888.5,3893.0,2450672.0,,,3893.0,,,1.0,0.0,XLON
ULVR.XLON,2022-07-19 00:00:00+00:00,114,3849.0,3977.5,3849.0,3943.0,3393411.0,,,3943.0,,,1.0,0.0,XLON
ULVR.XLON,2022-07-18 00:00:00+00:00,115,3895.5,3927.4418,3853.5,3865.0,2108850.0,,,3865.0,,,1.0,0.0,XLON
ULVR.XLON,2022-07-15 00:00:00+00:00,116,3890.5,3921.0,3882.375,3908.0,3028880.0,,,3908.0,,,1.0,0.0,XLON
ULVR.XLON,2022-07-14 00:00:00+00:00,117,3874.0,3893.5,3858.5,3880.5,2424384.0,,,3880.5,,,1.0,0.0,XLON
ULVR.XLON,2022-07-13 00:00:00+00:00,118,3871.5,3879.5,3831.0,3874.0,2007456.0,,,3874.0,,,1.0,0.0,XLON
ULVR.XLON,2022-07-12 00:00:00+00:00,119,3856.0,3899.5,3830.0,3890.5,2624046.0,,,3890.5,,,1.0,0.0,XLON
ULVR.XLON,2022-07-11 00:00:00+00:00,120,3818.0,3865.0,3810.0,3852.0,1547219.0,,,3852.0,,,1.0,0.0,XLON
ULVR.XLON,2022-07-08 00:00:00+00:00,121,3841.5,3857.0,3809.5,3836.0,2679564.0,,,3836.0,,,1.0,0.0,XLON
ULVR.XLON,2022-07-07 00:00:00+00:00,122,3891.5,3895.5,3824.5,3825.5,2989627.0,,,3825.5,,,1.0,0.0,XLON
ULVR.XLON,2022-07-06 00:00:00+00:00,123,3802.0,3894.1,3801.0,3871.0,4359570.0,,,3871.0,,,1.0,0.0,XLON
ULVR.XLON,2022-07-05 00:00:00+00:00,124,3798.5,3814.0,3777.177,3802.0,3191141.0,,,3802.0,,,1.0,0.0,XLON
ULVR.XLON,2022-07-04 00:00:00+00:00,125,3802.0,3816.5,3792.12,3802.5,1099965.0,,,3802.5,,,1.0,0.0,XLON
ULVR.XLON,2022-07-01 00:00:00+00:00,126,3730.0,3810.0,3718.5,3800.0,2784928.0,,,3800.0,,,1.0,0.0,XLON
ULVR.XLON,2022-06-30 00:00:00+00:00,127,3708.5,3727.0,3686.0,3721.0,3412465.0,,,3721.0,,,1.0,0.0,XLON
ULVR.XLON,2022-06-29 00:00:00+00:00,128,3721.0,3766.5,3702.5,3758.5,2405220.0,,,3758.5,,,1.0,0.0,XLON
ULVR.XLON,2022-06-28 00:00:00+00:00,129,3758.0,3769.5,3717.5,3742.0,2217952.0,,,3742.0,,,1.0,0.0,XLON
ULVR.XLON,2022-06-27 00:00:00+00:00,130,3766.0,3769.5,3710.0,3734.0,1914054.0,,,3734.0,,,1.0,0.0,XLON
ULVR.XLON,2022-06-24 00:00:00+00:00,131,3643.5,3754.5,3636.0,3737.0,2899351.0,,,3737.0,,,1.0,0.0,XLON
ULVR.XLON,2022-06-23 00:00:00+00:00,132,3590.0,3634.0,3577.5,3626.5,2802015.0,,,3626.5,,,1.0,0.0,XLON
ULVR.XLON,2022-06-22 00:00:00+00:00,133,3620.0,3642.0,3578.5,3609.5,3287621.0,,,3609.5,,,1.0,0.0,XLON
ULVR.XLON,2022-06-21 00:00:00+00:00,134,3596.0,3615.5,3580.0,3603.5,2622260.0,,,3603.5,,,1.0,0.0,XLON
ULVR.XLON,2022-06-20 00:00:00+00:00,135,3593.0,3606.0,3576.0,3601.0,1571536.0,,,3601.0,,,1.0,0.0,XLON
ULVR.XLON,2022-06-17 00:00:00+00:00,136,3557.0,3614.5,3546.0,3593.0,8023771.0,,,3593.0,,,1.0,0.0,XLON
ULVR.XLON,2022-06-16 00:00:00+00:00,137,3603.0,4150.0,3531.5,3553.5,3785785.0,,,3553.5,,,1.0,0.0,XLON
ULVR.XLON,2022-06-15 00:00:00+00:00,138,3659.5,3694.7188,3614.0,3627.0,3419423.0,,,3627.0,,,1.0,0.0,XLON
ULVR.XLON,2022-06-14 00:00:00+00:00,139,3637.5,3651.678,3601.5,3609.5,3174140.0,,,3609.5,,,1.0,0.0,XLON
ULVR.XLON,2022-06-13 00:00:00+00:00,140,3630.5,3662.5,3597.3366,3628.5,2819415.0,,,3628.5,,,1.0,0.0,XLON
ULVR.XLON,2022-06-10 00:00:00+00:00,141,3623.0,3644.5,3586.5,3639.5,2454161.0,,,3639.5,,,1.0,0.0,XLON
ULVR.XLON,2022-06-09 00:00:00+00:00,142,3666.5,3703.0,3621.0,3638.0,2289612.0,,,3638.0,,,1.0,0.0,XLON
ULVR.XLON,2022-06-08 00:00:00+00:00,143,3719.5,3719.5,3655.72,3677.5,3024164.0,,,3677.5,,,1.0,0.0,XLON
ULVR.XLON,2022-06-07 00:00:00+00:00,144,3718.0,3725.0,3683.0,3696.0,2222606.0,,,3696.0,,,1.0,0.0,XLON
ULVR.XLON,2022-06-06 00:00:00+00:00,145,3729.0,3742.0,3705.0,3718.0,2535178.0,,,3718.0,,,1.0,0.0,XLON
ULVR.XLON,2022-06-01 00:00:00+00:00,146,3832.0,3832.0,3694.5,3705.0,4649399.0,,,3705.0,,,1.0,0.0,XLON
ULVR.XLON,2022-05-31 00:00:00+00:00,147,3735.0,3825.0,3679.5,3825.0,16606999.0,,,3825.0,,,1.0,0.0,XLON
ULVR.XLON,2022-05-30 00:00:00+00:00,148,3491.5,3516.2609,3471.0,3495.5,1425700.0,,,3495.5,,,1.0,0.0,XLON
ULVR.XLON,2022-05-27 00:00:00+00:00,149,3498.0,3510.0,3469.5,3475.5,4131987.0,,,3475.5,,,1.0,0.0,XLON
ULVR.XLON,2022-05-26 00:00:00+00:00,150,3499.0,3527.5,3476.0,3488.0,2777650.0,,,3488.0,,,1.0,0.0,XLON
ULVR.XLON,2022-05-25 00:00:00+00:00,151,3549.0,3549.0,3492.9651,3493.0,2772024.0,,,3493.0,,,1.0,0.0,XLON
ULVR.XLON,2022-05-24 00:00:00+00:00,152,3536.0,3564.5,3516.1931,3541.0,2918341.0,,,3541.0,,,1.0,0.0,XLON
ULVR.XLON,2022-05-23 00:00:00+00:00,153,3531.0,3539.5,3492.5,3539.0,1864864.0,,,3539.0,,,1.0,0.0,XLON
ULVR.XLON,2022-05-20 00:00:00+00:00,154,3455.5,3522.0,3455.5,3516.5,4308378.0,,,3516.5,,,1.0,0.0,XLON
ULVR.XLON,2022-05-19 00:00:00+00:00,155,3558.5,3566.0,3407.5,3451.5,6007104.0,,,3451.5,,,1.0,0.0,XLON
ULVR.XLON,2022-05-18 00:00:00+00:00,156,3672.0,3697.0,3626.0,3626.0,19883522.0,,,3626.0,,,1.0,0.0,XLON
ULVR.XLON,2022-05-17 00:00:00+00:00,157,3674.0,4338.9941,3640.0,3666.0,5006932.0,,,3666.0,,,1.0,0.0,XLON
ULVR.XLON,2022-05-16 00:00:00+00:00,158,3699.5,3732.5,3653.5,3732.5,2677118.0,,,3732.5,,,1.0,0.0,XLON
ULVR.XLON,2022-05-13 00:00:00+00:00,159,3710.5,3760.0,3702.5,3747.0,2449436.0,,,3747.0,,,1.0,0.0,XLON
ULVR.XLON,2022-05-12 00:00:00+00:00,160,3695.0,3738.5,3640.0,3688.5,3554241.0,,,3688.5,,,1.0,0.0,XLON
ULVR.XLON,2022-05-11 00:00:00+00:00,161,3695.0,3702.0,3652.5,3690.5,4187753.0,,,3690.5,,,1.0,0.0,XLON
ULVR.XLON,2022-05-10 00:00:00+00:00,162,3664.0,3749.5,3652.5,3700.5,3149647.0,,,3700.5,,,1.0,0.0,XLON
ULVR.XLON,2022-05-09 00:00:00+00:00,163,3599.5,3642.0,3576.0,3636.0,3488817.0,,,3636.0,,,1.0,0.0,XLON
ULVR.XLON,2022-05-06 00:00:00+00:00,164,3635.0,3644.5,3585.0,3597.0,8829651.0,,,3597.0,,,1.0,0.0,XLON
ULVR.XLON,2022-05-05 00:00:00+00:00,165,3650.5,3671.0,3611.5,3630.0,3454199.0,,,3630.0,,,1.0,0.0,XLON
ULVR.XLON,2022-05-04 00:00:00+00:00,166,3631.5,3661.0,3611.0,3622.0,2016518.0,,,3622.0,,,1.0,0.0,XLON
ULVR.XLON,2022-05-03 00:00:00+00:00,167,3658.5,3674.0,3602.5,3658.5,4541975.0,,,3658.5,,,1.0,0.0,XLON
ULVR.XLON,2022-04-29 00:00:00+00:00,168,3681.5,3740.5,3671.5,3719.0,4509931.0,,,3719.0,,,1.0,0.0,XLON
ULVR.XLON,2022-04-28 00:00:00+00:00,169,3631.0,3682.5,3564.0,3675.0,4763659.0,,,3675.0,,,1.0,0.0,XLON
ULVR.XLON,2022-04-27 00:00:00+00:00,170,3637.0,3637.0,3552.5,3577.5,5208314.0,,,3577.5,,,1.0,0.0,XLON
ULVR.XLON,2022-04-26 00:00:00+00:00,171,3640.0,3674.5,3623.0,3642.0,4662462.0,,,3642.0,,,1.0,0.0,XLON
ULVR.XLON,2022-04-25 00:00:00+00:00,172,3513.5,3629.0,3498.5,3606.5,3511660.0,,,3606.5,,,1.0,0.0,XLON
ULVR.XLON,2022-04-22 00:00:00+00:00,173,3502.0,3566.0,3495.615,3541.0,2679309.0,,,3541.0,,,1.0,0.0,XLON
ULVR.XLON,2022-04-21 00:00:00+00:00,174,3478.5,3521.7209,3467.0,3515.0,4075899.0,,,3515.0,,,1.0,0.0,XLON
ULVR.XLON,2022-04-20 00:00:00+00:00,175,3464.5,3477.0,3422.5,3468.5,3732364.0,,,3468.5,,,1.0,0.0,XLON
ULVR.XLON,2022-04-19 00:00:00+00:00,176,3374.5,3421.5,3359.408,3421.5,5455769.0,,,3421.5,,,1.0,0.0,XLON
ULVR.XLON,2022-04-14 00:00:00+00:00,177,3428.5,3442.0,3407.5,3429.0,6195274.0,,,3429.0,,,1.0,0.0,XLON
ULVR.XLON,2022-04-13 00:00:00+00:00,178,3427.5,3444.0,3412.0,3436.5,3102809.0,,,3436.5,,,1.0,0.0,XLON
ULVR.XLON,2022-04-12 00:00:00+00:00,179,3481.5,3481.5,3416.5,3432.0,4160280.0,,,3432.0,,,1.0,0.0,XLON
ULVR.XLON,2022-04-11 00:00:00+00:00,180,3516.5,3520.5,3463.5,3490.5,3476927.0,,,3490.5,,,1.0,0.0,XLON
ULVR.XLON,2022-04-08 00:00:00+00:00,181,3505.0,3543.0,3492.0,3537.5,2510171.0,,,3537.5,,,1.0,0.0,XLON
ULVR.XLON,2022-04-07 00:00:00+00:00,182,3505.0,3527.5,3485.5,3503.0,4742609.0,,,3503.0,,,1.0,0.0,XLON
ULVR.XLON,2022-04-06 00:00:00+00:00,183,3512.5,3536.6499,3479.979,3497.5,8772600.0,,,3497.5,,,1.0,0.0,XLON
ULVR.XLON,2022-04-05 00:00:00+00:00,184,3529.0,3543.0,3504.0,3536.5,14513269.0,,,3536.5,,,1.0,0.0,XLON
ULVR.XLON,2022-04-04 00:00:00+00:00,185,3538.0,3553.0,3493.1599,3520.0,2553170.0,,,3520.0,,,1.0,0.0,XLON
ULVR.XLON,2022-04-01 00:00:00+00:00,186,3483.5,3538.5,3482.0,3508.0,3234347.0,,,3508.0,,,1.0,0.0,XLON
ULVR.XLON,2022-03-31 00:00:00+00:00,187,3549.0,3553.0,3455.0,3455.0,3880951.0,,,3455.0,,,1.0,0.0,XLON
ULVR.XLON,2022-03-30 00:00:00+00:00,188,3529.0,3548.0,3516.0,3548.0,4493239.0,,,3548.0,,,1.0,0.0,XLON
ULVR.XLON,2022-03-29 00:00:00+00:00,189,3467.0,3581.5,3454.0,3530.0,8454520.0,,,3530.0,,,1.0,0.0,XLON
ULVR.XLON,2022-03-28 00:00:00+00:00,190,3413.5,3442.2419,3400.0,3427.5,3465445.0,,,3427.5,,,1.0,0.0,XLON
ULVR.XLON,2022-03-25 00:00:00+00:00,191,3356.5,3398.5,3351.6599,3386.5,4631783.0,,,3386.5,,,1.0,0.0,XLON
ULVR.XLON,2022-03-24 00:00:00+00:00,192,3386.5,3402.0,3365.5,3370.0,2582202.0,,,3370.0,,,1.0,0.0,XLON
ULVR.XLON,2022-03-23 00:00:00+00:00,193,3435.0,3464.5,3381.0,3385.0,5239212.0,,,3385.0,,,1.0,0.0,XLON
ULVR.XLON,2022-03-22 00:00:00+00:00,194,3427.5,3447.5,3400.5,3439.5,6638191.0,,,3439.5,,,1.0,0.0,XLON
ULVR.XLON,2022-03-21 00:00:00+00:00,195,3420.5,3452.0701,3401.5,3405.5,3402029.0,,,3405.5,,,1.0,0.0,XLON
HSBA.XLON,2022-12-30 00:00:00+00:00,0,516.9,519.2,515.6,515.7,8154536.0,,,515.7,,,1.0,0.0,XLON
HSBA.XLON,2022-12-29 00:00:00+00:00,1,516.9,520.15,514.4,518.8,7092935.0,,,518.8,,,1.0,0.0,XLON
HSBA.XLON,2022-12-28 00:00:00+00:00,2,515.3,520.7,510.7,518.0,11563270.0,,,518.0,,,1.0,0.0,XLON
HSBA.XLON,2022-12-27 00:00:00+00:00,3,510.3,510.3,510.3,510.3,2659834.0,,,510.3,,,1.0,0.0,XLON
HSBA.XLON,2022-12-23 00:00:00+00:00,4,511.4,513.3,508.9,510.3,19354109.0,,,510.3,,,1.0,0.0,XLON
HSBA.XLON,2022-12-22 00:00:00+00:00,5,512.7,516.1,510.6,512.3,9805259.0,,,512.3,,,1.0,0.0,XLON
HSBA.XLON,2022-12-21 00:00:00+00:00,6,501.8,511.9,501.4,511.3,13387212.0,,,511.3,,,1.0,0.0,XLON
HSBA.XLON,2022-12-20 00:00:00+00:00,7,495.5,503.9,494.7,502.8,33320954.0,,,502.8,,,1.0,0.0,XLON
HSBA.XLON,2022-12-19 00:00:00+00:00,8,493.85,496.85,492.15,495.75,9356036.0,,,495.75,,,1.0,0.0,XLON
HSBA.XLON,2022-12-16 00:00:00+00:00,9,493.0,496.3,481.0,492.25,48691974.0,,,492.25,,,1.0,0.0,XLON
HSBA.XLON,2022-12-15 00:00:00+00:00,10,492.5,493.8,487.65,492.65,16207824.0,,,492.65,,,1.0,0.0,XLON
HSBA.XLON,2022-12-14 00:00:00+00:00,11,500.0,502.8,496.65,497.7,54743273.0,,,497.7,,,1.0,0.0,XLON
HSBA.XLON,2022-12-13 00:00:00+00:00,12,498.2,508.0,497.7,500.1,20387077.0,,,500.1,,,1.0,0.0,XLON
HSBA.XLON,2022-12-12 00:00:00+00:00,13,499.6,499.95,493.0999,496.35,13956338.0,,,496.35,,,1.0,0.0,XLON
HSBA.XLON,2022-12-09 00:00:00+00:00,14,495.9,498.35,493.6,496.2,13559342.0,,,496.2,,,1.0,0.0,XLON
HSBA.XLON,2022-12-08 00:00:00+00:00,15,494.6,498.9994,493.5,495.3,13331583.0,,,495.3,,,1.0,0.0,XLON
HSBA.XLON,2022-12-07 00:00:00+00:00,16,495.5,498.3,491.85,493.85,28034105.0,,,493.85,,,1.0,0.0,XLON
HSBA.XLON,2022-12-06 00:00:00+00:00,17,496.7,503.0,496.0,498.65,18401229.0,,,498.65,,,1.0,0.0,XLON
HSBA.XLON,2022-12-05 00:00:00+00:00,18,497.0,502.8,494.4,500.0,15218469.0,,,500.0,,,1.0,0.0,XLON
HSBA.XLON,2022-12-02 00:00:00+00:00,19,492.95,499.1,488.3,498.5,19086697.0,,,498.5,,,1.0,0.0,XLON
HSBA.XLON,2022-12-01 00:00:00+00:00,20,501.0,506.7,497.35,497.9,15422283.0,,,497.9,,,1.0,0.0,XLON
HSBA.XLON,2022-11-30 00:00:00+00:00,21,507.3,511.9,504.5,509.7,39129448.0,,,509.7,,,1.0,0.0,XLON
HSBA.XLON,2022-11-29 00:00:00+00:00,22,490.65,515.4,490.3,510.3,27961266.0,,,510.3,,,1.0,0.0,XLON
HSBA.XLON,2022-11-28 00:00:00+00:00,23,481.4,490.4,481.2,488.6,42162347.0,,,488.6,,,1.0,0.0,XLON
HSBA.XLON,2022-11-25 00:00:00+00:00,24,487.8,491.75,487.8,491.0,26946506.0,,,491.0,,,1.0,0.0,XLON
HSBA.XLON,2022-11-24 00:00:00+00:00,25,489.55,492.98,487.525,489.5,7949976.0,,,489.5,,,1.0,0.0,XLON
HSBA.XLON,2022-11-23 00:00:00+00:00,26,486.95,491.45,484.7,489.2,13747390.0,,,489.2,,,1.0,0.0,XLON
HSBA.XLON,2022-11-22 00:00:00+00:00,27,484.25,489.5,483.55,486.85,10022024.0,,,486.85,,,1.0,0.0,XLON
HSBA.XLON,2022-11-21 00:00:00+00:00,28,479.55,486.0,478.1,483.5,38637431.0,,,483.5,,,1.0,0.0,XLON
HSBA.XLON,2022-11-18 00:00:00+00:00,29,474.75,483.75,474.1,478.9,25964816.0,,,478.9,,,1.0,0.0,XLON
HSBA.XLON,2022-11-17 00:00:00+00:00,30,476.9,481.4,471.3,481.2,13706326.0,,,481.2,,,1.0,0.0,XLON
HSBA.XLON,2022-11-16 00:00:00+00:00,31,478.1,479.9,473.95,475.5,15847165.0,,,475.5,,,1.0,0.0,XLON
